page_index,id,language_code,audio_path
27,text-27-17,en,tts_output/text_to_speech/text-27-17_en.mp3
16,text-16-19,en,tts_output/text_to_speech/text-16-19_en.mp3
16,text-16-20,en,tts_output/text_to_speech/text-16-20_en.mp3
27,text-27-18,en,tts_output/text_to_speech/text-27-18_en.mp3
27,text-27-10,en,tts_output/text_to_speech/text-27-10_en.mp3
16,text-16-1,en,tts_output/text_to_speech/text-16-1_en.mp3
27,text-27-13,en,tts_output/text_to_speech/text-27-13_en.mp3
27,text-27-23,en,tts_output/text_to_speech/text-27-23_en.mp3
27,text-27-24,en,tts_output/text_to_speech/text-27-24_en.mp3
24,text-24-0,en,tts_output/text_to_speech/text-24-0_en.mp3
24,text-24-4,en,tts_output/text_to_speech/text-24-4_en.mp3
29,text-29-43,en,tts_output/text_to_speech/text-29-43_en.mp3
27,text-27-20,en,tts_output/text_to_speech/text-27-20_en.mp3
27,text-27-21,en,tts_output/text_to_speech/text-27-21_en.mp3
24,text-24-5,en,tts_output/text_to_speech/text-24-5_en.mp3
24,text-24-9,en,tts_output/text_to_speech/text-24-9_en.mp3
24,text-24-10,en,tts_output/text_to_speech/text-24-10_en.mp3
27,text-27-1,en,tts_output/text_to_speech/text-27-1_en.mp3
24,text-24-1,en,tts_output/text_to_speech/text-24-1_en.mp3
27,text-27-16,en,tts_output/text_to_speech/text-27-16_en.mp3
24,text-24-13,en,tts_output/text_to_speech/text-24-13_en.mp3
24,text-24-14,en,tts_output/text_to_speech/text-24-14_en.mp3
24,text-24-3,en,tts_output/text_to_speech/text-24-3_en.mp3
27,text-27-9,en,tts_output/text_to_speech/text-27-9_en.mp3
24,text-24-7,en,tts_output/text_to_speech/text-24-7_en.mp3
24,text-24-18,en,tts_output/text_to_speech/text-24-18_en.mp3
24,text-24-20,en,tts_output/text_to_speech/text-24-20_en.mp3
24,text-24-19,en,tts_output/text_to_speech/text-24-19_en.mp3
27,text-27-3,en,tts_output/text_to_speech/text-27-3_en.mp3
16,text-16-13,en,tts_output/text_to_speech/text-16-13_en.mp3
24,text-24-21,en,tts_output/text_to_speech/text-24-21_en.mp3
24,text-24-24,en,tts_output/text_to_speech/text-24-24_en.mp3
24,text-24-25,en,tts_output/text_to_speech/text-24-25_en.mp3
24,text-24-15,en,tts_output/text_to_speech/text-24-15_en.mp3
24,text-24-27,en,tts_output/text_to_speech/text-24-27_en.mp3
24,text-24-26,en,tts_output/text_to_speech/text-24-26_en.mp3
24,text-24-16,en,tts_output/text_to_speech/text-24-16_en.mp3
26,text-26-1,en,tts_output/text_to_speech/text-26-1_en.mp3
26,text-26-3,en,tts_output/text_to_speech/text-26-3_en.mp3
27,text-27-22,en,tts_output/text_to_speech/text-27-22_en.mp3
24,text-24-23,en,tts_output/text_to_speech/text-24-23_en.mp3
24,text-24-2,en,tts_output/text_to_speech/text-24-2_en.mp3
26,text-26-6,en,tts_output/text_to_speech/text-26-6_en.mp3
26,text-26-4,en,tts_output/text_to_speech/text-26-4_en.mp3
26,text-26-7,en,tts_output/text_to_speech/text-26-7_en.mp3
27,text-27-19,en,tts_output/text_to_speech/text-27-19_en.mp3
26,text-26-0,en,tts_output/text_to_speech/text-26-0_en.mp3
26,text-26-10,en,tts_output/text_to_speech/text-26-10_en.mp3
26,text-26-2,en,tts_output/text_to_speech/text-26-2_en.mp3
27,text-27-0,en,tts_output/text_to_speech/text-27-0_en.mp3
24,text-24-8,en,tts_output/text_to_speech/text-24-8_en.mp3
26,text-26-13,en,tts_output/text_to_speech/text-26-13_en.mp3
26,text-26-15,en,tts_output/text_to_speech/text-26-15_en.mp3
24,text-24-22,en,tts_output/text_to_speech/text-24-22_en.mp3
28,text-28-0,en,tts_output/text_to_speech/text-28-0_en.mp3
28,text-28-8,en,tts_output/text_to_speech/text-28-8_en.mp3
24,text-24-6,en,tts_output/text_to_speech/text-24-6_en.mp3
24,text-24-17,en,tts_output/text_to_speech/text-24-17_en.mp3
26,text-26-9,en,tts_output/text_to_speech/text-26-9_en.mp3
28,text-28-11,en,tts_output/text_to_speech/text-28-11_en.mp3
26,text-26-12,en,tts_output/text_to_speech/text-26-12_en.mp3
26,text-26-14,en,tts_output/text_to_speech/text-26-14_en.mp3
24,text-24-12,en,tts_output/text_to_speech/text-24-12_en.mp3
26,text-26-16,en,tts_output/text_to_speech/text-26-16_en.mp3
26,text-26-5,en,tts_output/text_to_speech/text-26-5_en.mp3
28,text-28-15,en,tts_output/text_to_speech/text-28-15_en.mp3
28,text-28-18,en,tts_output/text_to_speech/text-28-18_en.mp3
28,text-28-17,en,tts_output/text_to_speech/text-28-17_en.mp3
24,text-24-28,en,tts_output/text_to_speech/text-24-28_en.mp3
28,text-28-19,en,tts_output/text_to_speech/text-28-19_en.mp3
28,text-28-9,en,tts_output/text_to_speech/text-28-9_en.mp3
28,text-28-10,en,tts_output/text_to_speech/text-28-10_en.mp3
28,text-28-24,en,tts_output/text_to_speech/text-28-24_en.mp3
28,text-28-23,en,tts_output/text_to_speech/text-28-23_en.mp3
28,text-28-25,en,tts_output/text_to_speech/text-28-25_en.mp3
28,text-28-26,en,tts_output/text_to_speech/text-28-26_en.mp3
28,text-28-29,en,tts_output/text_to_speech/text-28-29_en.mp3
26,text-26-8,en,tts_output/text_to_speech/text-26-8_en.mp3
26,text-26-17,en,tts_output/text_to_speech/text-26-17_en.mp3
28,text-28-34,en,tts_output/text_to_speech/text-28-34_en.mp3
10,img-10-1,en,tts_output/text_to_speech/img-10-1_en.mp3
28,text-28-36,en,tts_output/text_to_speech/text-28-36_en.mp3
28,text-28-35,en,tts_output/text_to_speech/text-28-35_en.mp3
12,img-12-3,en,tts_output/text_to_speech/img-12-3_en.mp3
28,text-28-13,en,tts_output/text_to_speech/text-28-13_en.mp3
28,text-28-12,en,tts_output/text_to_speech/text-28-12_en.mp3
12,img-12-4,en,tts_output/text_to_speech/img-12-4_en.mp3
28,text-28-1,en,tts_output/text_to_speech/text-28-1_en.mp3
12,img-12-6,en,tts_output/text_to_speech/img-12-6_en.mp3
12,img-12-7,en,tts_output/text_to_speech/img-12-7_en.mp3
12,img-12-8,en,tts_output/text_to_speech/img-12-8_en.mp3
28,text-28-22,en,tts_output/text_to_speech/text-28-22_en.mp3
12,img-12-9,en,tts_output/text_to_speech/img-12-9_en.mp3
12,img-12-1,en,tts_output/text_to_speech/img-12-1_en.mp3
13,img-13-1,en,tts_output/text_to_speech/img-13-1_en.mp3
27,text-27-14,en,tts_output/text_to_speech/text-27-14_en.mp3
24,text-24-11,en,tts_output/text_to_speech/text-24-11_en.mp3
28,text-28-28,en,tts_output/text_to_speech/text-28-28_en.mp3
12,img-12-5,en,tts_output/text_to_speech/img-12-5_en.mp3
15,img-15-1,en,tts_output/text_to_speech/img-15-1_en.mp3
17,img-17-2,en,tts_output/text_to_speech/img-17-2_en.mp3
15,img-15-2,en,tts_output/text_to_speech/img-15-2_en.mp3
28,text-28-20,en,tts_output/text_to_speech/text-28-20_en.mp3
17,img-17-12,en,tts_output/text_to_speech/img-17-12_en.mp3
13,img-13-2,en,tts_output/text_to_speech/img-13-2_en.mp3
17,img-17-11,en,tts_output/text_to_speech/img-17-11_en.mp3
28,text-28-14,en,tts_output/text_to_speech/text-28-14_en.mp3
17,img-17-1,en,tts_output/text_to_speech/img-17-1_en.mp3
28,text-28-16,en,tts_output/text_to_speech/text-28-16_en.mp3
17,img-17-6,en,tts_output/text_to_speech/img-17-6_en.mp3
17,img-17-5,en,tts_output/text_to_speech/img-17-5_en.mp3
17,img-17-7,en,tts_output/text_to_speech/img-17-7_en.mp3
17,img-17-9,en,tts_output/text_to_speech/img-17-9_en.mp3
28,text-28-21,en,tts_output/text_to_speech/text-28-21_en.mp3
17,img-17-10,en,tts_output/text_to_speech/img-17-10_en.mp3
18,img-18-1,en,tts_output/text_to_speech/img-18-1_en.mp3
19,img-19-1,en,tts_output/text_to_speech/img-19-1_en.mp3
19,img-19-3,en,tts_output/text_to_speech/img-19-3_en.mp3
28,text-28-27,en,tts_output/text_to_speech/text-28-27_en.mp3
17,img-17-4,en,tts_output/text_to_speech/img-17-4_en.mp3
14,img-14-2,en,tts_output/text_to_speech/img-14-2_en.mp3
21,img-21-3,en,tts_output/text_to_speech/img-21-3_en.mp3
23,img-23-1,en,tts_output/text_to_speech/img-23-1_en.mp3
23,img-23-3,en,tts_output/text_to_speech/img-23-3_en.mp3
24,img-24-5,en,tts_output/text_to_speech/img-24-5_en.mp3
26,text-26-11,en,tts_output/text_to_speech/text-26-11_en.mp3
18,img-18-2,en,tts_output/text_to_speech/img-18-2_en.mp3
26,img-26-3,en,tts_output/text_to_speech/img-26-3_en.mp3
14,img-14-1,en,tts_output/text_to_speech/img-14-1_en.mp3
17,img-17-18,en,tts_output/text_to_speech/img-17-18_en.mp3
26,img-26-4,en,tts_output/text_to_speech/img-26-4_en.mp3
26,img-26-1,en,tts_output/text_to_speech/img-26-1_en.mp3
29,img-29-1,en,tts_output/text_to_speech/img-29-1_en.mp3
21,img-21-5,en,tts_output/text_to_speech/img-21-5_en.mp3
29,img-29-4,en,tts_output/text_to_speech/img-29-4_en.mp3
29,img-29-3,en,tts_output/text_to_speech/img-29-3_en.mp3
29,img-29-5,en,tts_output/text_to_speech/img-29-5_en.mp3
29,img-29-7,en,tts_output/text_to_speech/img-29-7_en.mp3
17,img-17-3,en,tts_output/text_to_speech/img-17-3_en.mp3
12,img-12-2,en,tts_output/text_to_speech/img-12-2_en.mp3
30,img-30-3,en,tts_output/text_to_speech/img-30-3_en.mp3
30,img-30-4,en,tts_output/text_to_speech/img-30-4_en.mp3
29,img-29-9,en,tts_output/text_to_speech/img-29-9_en.mp3
27,img-27-1,en,tts_output/text_to_speech/img-27-1_en.mp3
30,img-30-6,en,tts_output/text_to_speech/img-30-6_en.mp3
24,img-24-1,en,tts_output/text_to_speech/img-24-1_en.mp3
30,img-30-8,en,tts_output/text_to_speech/img-30-8_en.mp3
25,img-25-2,en,tts_output/text_to_speech/img-25-2_en.mp3
13,img-13-5,en,tts_output/text_to_speech/img-13-5_en.mp3
10,sectioneli5-10-0,en,tts_output/text_to_speech/sectioneli5-10-0_en.mp3
21,img-21-1,en,tts_output/text_to_speech/img-21-1_en.mp3
12,sectioneli5-12-3,en,tts_output/text_to_speech/sectioneli5-12-3_en.mp3
12,sectioneli5-12-4,en,tts_output/text_to_speech/sectioneli5-12-4_en.mp3
17,img-17-8,en,tts_output/text_to_speech/img-17-8_en.mp3
12,sectioneli5-12-2,en,tts_output/text_to_speech/sectioneli5-12-2_en.mp3
13,sectioneli5-13-1,en,tts_output/text_to_speech/sectioneli5-13-1_en.mp3
12,sectioneli5-12-0,en,tts_output/text_to_speech/sectioneli5-12-0_en.mp3
14,sectioneli5-14-0,en,tts_output/text_to_speech/sectioneli5-14-0_en.mp3
13,sectioneli5-13-2,en,tts_output/text_to_speech/sectioneli5-13-2_en.mp3
13,img-13-3,en,tts_output/text_to_speech/img-13-3_en.mp3
15,sectioneli5-15-1,en,tts_output/text_to_speech/sectioneli5-15-1_en.mp3
16,sectioneli5-16-0,en,tts_output/text_to_speech/sectioneli5-16-0_en.mp3
29,img-29-2,en,tts_output/text_to_speech/img-29-2_en.mp3
16,sectioneli5-16-2,en,tts_output/text_to_speech/sectioneli5-16-2_en.mp3
14,sectioneli5-14-1,en,tts_output/text_to_speech/sectioneli5-14-1_en.mp3
16,sectioneli5-16-3,en,tts_output/text_to_speech/sectioneli5-16-3_en.mp3
30,img-30-7,en,tts_output/text_to_speech/img-30-7_en.mp3
15,sectioneli5-15-0,en,tts_output/text_to_speech/sectioneli5-15-0_en.mp3
13,img-13-4,en,tts_output/text_to_speech/img-13-4_en.mp3
18,sectioneli5-18-1,en,tts_output/text_to_speech/sectioneli5-18-1_en.mp3
26,img-26-2,en,tts_output/text_to_speech/img-26-2_en.mp3
17,sectioneli5-17-1,en,tts_output/text_to_speech/sectioneli5-17-1_en.mp3
19,sectioneli5-19-3,en,tts_output/text_to_speech/sectioneli5-19-3_en.mp3
19,sectioneli5-19-1,en,tts_output/text_to_speech/sectioneli5-19-1_en.mp3
17,sectioneli5-17-2,en,tts_output/text_to_speech/sectioneli5-17-2_en.mp3
30,img-30-5,en,tts_output/text_to_speech/img-30-5_en.mp3
13,sectioneli5-13-0,en,tts_output/text_to_speech/sectioneli5-13-0_en.mp3
19,sectioneli5-19-2,en,tts_output/text_to_speech/sectioneli5-19-2_en.mp3
20,sectioneli5-20-1,en,tts_output/text_to_speech/sectioneli5-20-1_en.mp3
21,sectioneli5-21-0,en,tts_output/text_to_speech/sectioneli5-21-0_en.mp3
29,img-29-8,en,tts_output/text_to_speech/img-29-8_en.mp3
17,sectioneli5-17-0,en,tts_output/text_to_speech/sectioneli5-17-0_en.mp3
22,sectioneli5-22-1,en,tts_output/text_to_speech/sectioneli5-22-1_en.mp3
22,sectioneli5-22-2,en,tts_output/text_to_speech/sectioneli5-22-2_en.mp3
19,sectioneli5-19-0,en,tts_output/text_to_speech/sectioneli5-19-0_en.mp3
23,sectioneli5-23-0,en,tts_output/text_to_speech/sectioneli5-23-0_en.mp3
18,sectioneli5-18-2,en,tts_output/text_to_speech/sectioneli5-18-2_en.mp3
24,sectioneli5-24-1,en,tts_output/text_to_speech/sectioneli5-24-1_en.mp3
24,sectioneli5-24-0,en,tts_output/text_to_speech/sectioneli5-24-0_en.mp3
26,sectioneli5-26-3,en,tts_output/text_to_speech/sectioneli5-26-3_en.mp3
26,sectioneli5-26-2,en,tts_output/text_to_speech/sectioneli5-26-2_en.mp3
29,img-29-6,en,tts_output/text_to_speech/img-29-6_en.mp3
25,sectioneli5-25-1,en,tts_output/text_to_speech/sectioneli5-25-1_en.mp3
26,sectioneli5-26-1,en,tts_output/text_to_speech/sectioneli5-26-1_en.mp3
16,sectioneli5-16-1,en,tts_output/text_to_speech/sectioneli5-16-1_en.mp3
23,sectioneli5-23-1,en,tts_output/text_to_speech/sectioneli5-23-1_en.mp3
28,sectioneli5-28-3,en,tts_output/text_to_speech/sectioneli5-28-3_en.mp3
28,sectioneli5-28-2,en,tts_output/text_to_speech/sectioneli5-28-2_en.mp3
22,sectioneli5-22-0,en,tts_output/text_to_speech/sectioneli5-22-0_en.mp3
28,sectioneli5-28-1,en,tts_output/text_to_speech/sectioneli5-28-1_en.mp3
18,sectioneli5-18-0,en,tts_output/text_to_speech/sectioneli5-18-0_en.mp3
19,img-19-2,en,tts_output/text_to_speech/img-19-2_en.mp3
30,sectioneli5-30-3,en,tts_output/text_to_speech/sectioneli5-30-3_en.mp3
27,sectioneli5-27-1,en,tts_output/text_to_speech/sectioneli5-27-1_en.mp3
10,sectioneli5-10-1,en,tts_output/text_to_speech/sectioneli5-10-1_en.mp3
10,easyread-text-10-12,en,tts_output/text_to_speech/easyread-text-10-12_en.mp3
30,sectioneli5-30-4,en,tts_output/text_to_speech/sectioneli5-30-4_en.mp3
26,sectioneli5-26-0,en,tts_output/text_to_speech/sectioneli5-26-0_en.mp3
10,easyread-text-10-8,en,tts_output/text_to_speech/easyread-text-10-8_en.mp3
25,sectioneli5-25-0,en,tts_output/text_to_speech/sectioneli5-25-0_en.mp3
10,easyread-text-10-11,en,tts_output/text_to_speech/easyread-text-10-11_en.mp3
21,sectioneli5-21-1,en,tts_output/text_to_speech/sectioneli5-21-1_en.mp3
30,sectioneli5-30-0,en,tts_output/text_to_speech/sectioneli5-30-0_en.mp3
10,easyread-text-10-2,en,tts_output/text_to_speech/easyread-text-10-2_en.mp3
10,easyread-text-10-9,en,tts_output/text_to_speech/easyread-text-10-9_en.mp3
10,easyread-text-10-3,en,tts_output/text_to_speech/easyread-text-10-3_en.mp3
29,sectioneli5-29-0,en,tts_output/text_to_speech/sectioneli5-29-0_en.mp3
10,easyread-text-10-7,en,tts_output/text_to_speech/easyread-text-10-7_en.mp3
10,easyread-text-10-4,en,tts_output/text_to_speech/easyread-text-10-4_en.mp3
30,sectioneli5-30-1,en,tts_output/text_to_speech/sectioneli5-30-1_en.mp3
11,easyread-text-11-0,en,tts_output/text_to_speech/easyread-text-11-0_en.mp3
12,easyread-text-12-14,en,tts_output/text_to_speech/easyread-text-12-14_en.mp3
30,sectioneli5-30-2,en,tts_output/text_to_speech/sectioneli5-30-2_en.mp3
28,sectioneli5-28-0,en,tts_output/text_to_speech/sectioneli5-28-0_en.mp3
27,sectioneli5-27-2,en,tts_output/text_to_speech/sectioneli5-27-2_en.mp3
20,sectioneli5-20-0,en,tts_output/text_to_speech/sectioneli5-20-0_en.mp3
10,easyread-text-10-0,en,tts_output/text_to_speech/easyread-text-10-0_en.mp3
12,sectioneli5-12-1,en,tts_output/text_to_speech/sectioneli5-12-1_en.mp3
27,sectioneli5-27-0,en,tts_output/text_to_speech/sectioneli5-27-0_en.mp3
10,easyread-text-10-1,en,tts_output/text_to_speech/easyread-text-10-1_en.mp3
12,easyread-text-12-11,en,tts_output/text_to_speech/easyread-text-12-11_en.mp3
12,easyread-text-12-8,en,tts_output/text_to_speech/easyread-text-12-8_en.mp3
12,easyread-text-12-4,en,tts_output/text_to_speech/easyread-text-12-4_en.mp3
12,easyread-text-12-10,en,tts_output/text_to_speech/easyread-text-12-10_en.mp3
10,easyread-text-10-10,en,tts_output/text_to_speech/easyread-text-10-10_en.mp3
12,easyread-text-12-7,en,tts_output/text_to_speech/easyread-text-12-7_en.mp3
12,easyread-text-12-2,en,tts_output/text_to_speech/easyread-text-12-2_en.mp3
10,easyread-text-10-5,en,tts_output/text_to_speech/easyread-text-10-5_en.mp3
13,easyread-text-13-15,en,tts_output/text_to_speech/easyread-text-13-15_en.mp3
26,sectioneli5-26-4,en,tts_output/text_to_speech/sectioneli5-26-4_en.mp3
13,easyread-text-13-16,en,tts_output/text_to_speech/easyread-text-13-16_en.mp3
12,easyread-text-12-5,en,tts_output/text_to_speech/easyread-text-12-5_en.mp3
13,easyread-text-13-17,en,tts_output/text_to_speech/easyread-text-13-17_en.mp3
12,easyread-text-12-13,en,tts_output/text_to_speech/easyread-text-12-13_en.mp3
13,easyread-text-13-23,en,tts_output/text_to_speech/easyread-text-13-23_en.mp3
10,easyread-text-10-13,en,tts_output/text_to_speech/easyread-text-10-13_en.mp3
12,easyread-text-12-6,en,tts_output/text_to_speech/easyread-text-12-6_en.mp3
12,easyread-text-12-12,en,tts_output/text_to_speech/easyread-text-12-12_en.mp3
13,easyread-text-13-13,en,tts_output/text_to_speech/easyread-text-13-13_en.mp3
29,sectioneli5-29-1,en,tts_output/text_to_speech/sectioneli5-29-1_en.mp3
13,easyread-text-13-8,en,tts_output/text_to_speech/easyread-text-13-8_en.mp3
13,easyread-text-13-5,en,tts_output/text_to_speech/easyread-text-13-5_en.mp3
13,easyread-text-13-7,en,tts_output/text_to_speech/easyread-text-13-7_en.mp3
13,easyread-text-13-18,en,tts_output/text_to_speech/easyread-text-13-18_en.mp3
13,easyread-text-13-10,en,tts_output/text_to_speech/easyread-text-13-10_en.mp3
13,easyread-text-13-21,en,tts_output/text_to_speech/easyread-text-13-21_en.mp3
13,easyread-text-13-1,en,tts_output/text_to_speech/easyread-text-13-1_en.mp3
13,easyread-text-13-22,en,tts_output/text_to_speech/easyread-text-13-22_en.mp3
12,easyread-text-12-3,en,tts_output/text_to_speech/easyread-text-12-3_en.mp3
13,easyread-text-13-4,en,tts_output/text_to_speech/easyread-text-13-4_en.mp3
13,easyread-text-13-9,en,tts_output/text_to_speech/easyread-text-13-9_en.mp3
13,easyread-text-13-6,en,tts_output/text_to_speech/easyread-text-13-6_en.mp3
14,easyread-text-14-8,en,tts_output/text_to_speech/easyread-text-14-8_en.mp3
14,easyread-text-14-3,en,tts_output/text_to_speech/easyread-text-14-3_en.mp3
13,easyread-text-13-3,en,tts_output/text_to_speech/easyread-text-13-3_en.mp3
14,easyread-text-14-14,en,tts_output/text_to_speech/easyread-text-14-14_en.mp3
14,easyread-text-14-4,en,tts_output/text_to_speech/easyread-text-14-4_en.mp3
12,easyread-text-12-1,en,tts_output/text_to_speech/easyread-text-12-1_en.mp3
13,easyread-text-13-2,en,tts_output/text_to_speech/easyread-text-13-2_en.mp3
13,easyread-text-13-14,en,tts_output/text_to_speech/easyread-text-13-14_en.mp3
14,easyread-text-14-7,en,tts_output/text_to_speech/easyread-text-14-7_en.mp3
12,easyread-text-12-0,en,tts_output/text_to_speech/easyread-text-12-0_en.mp3
14,easyread-text-14-12,en,tts_output/text_to_speech/easyread-text-14-12_en.mp3
14,easyread-text-14-2,en,tts_output/text_to_speech/easyread-text-14-2_en.mp3
14,easyread-text-14-0,en,tts_output/text_to_speech/easyread-text-14-0_en.mp3
13,easyread-text-13-20,en,tts_output/text_to_speech/easyread-text-13-20_en.mp3
14,easyread-text-14-10,en,tts_output/text_to_speech/easyread-text-14-10_en.mp3
14,easyread-text-14-15,en,tts_output/text_to_speech/easyread-text-14-15_en.mp3
13,easyread-text-13-19,en,tts_output/text_to_speech/easyread-text-13-19_en.mp3
14,easyread-text-14-5,en,tts_output/text_to_speech/easyread-text-14-5_en.mp3
15,easyread-text-15-9,en,tts_output/text_to_speech/easyread-text-15-9_en.mp3
14,easyread-text-14-1,en,tts_output/text_to_speech/easyread-text-14-1_en.mp3
15,easyread-text-15-20,en,tts_output/text_to_speech/easyread-text-15-20_en.mp3
15,easyread-text-15-14,en,tts_output/text_to_speech/easyread-text-15-14_en.mp3
15,easyread-text-15-16,en,tts_output/text_to_speech/easyread-text-15-16_en.mp3
14,easyread-text-14-13,en,tts_output/text_to_speech/easyread-text-14-13_en.mp3
12,easyread-text-12-9,en,tts_output/text_to_speech/easyread-text-12-9_en.mp3
15,easyread-text-15-12,en,tts_output/text_to_speech/easyread-text-15-12_en.mp3
15,easyread-text-15-22,en,tts_output/text_to_speech/easyread-text-15-22_en.mp3
15,easyread-text-15-8,en,tts_output/text_to_speech/easyread-text-15-8_en.mp3
13,easyread-text-13-0,en,tts_output/text_to_speech/easyread-text-13-0_en.mp3
14,easyread-text-14-6,en,tts_output/text_to_speech/easyread-text-14-6_en.mp3
15,easyread-text-15-23,en,tts_output/text_to_speech/easyread-text-15-23_en.mp3
15,easyread-text-15-1,en,tts_output/text_to_speech/easyread-text-15-1_en.mp3
15,easyread-text-15-24,en,tts_output/text_to_speech/easyread-text-15-24_en.mp3
15,easyread-text-15-10,en,tts_output/text_to_speech/easyread-text-15-10_en.mp3
14,easyread-text-14-9,en,tts_output/text_to_speech/easyread-text-14-9_en.mp3
15,easyread-text-15-21,en,tts_output/text_to_speech/easyread-text-15-21_en.mp3
15,easyread-text-15-25,en,tts_output/text_to_speech/easyread-text-15-25_en.mp3
15,easyread-text-15-4,en,tts_output/text_to_speech/easyread-text-15-4_en.mp3
15,easyread-text-15-2,en,tts_output/text_to_speech/easyread-text-15-2_en.mp3
10,easyread-text-10-6,en,tts_output/text_to_speech/easyread-text-10-6_en.mp3
15,easyread-text-15-7,en,tts_output/text_to_speech/easyread-text-15-7_en.mp3
15,easyread-text-15-18,en,tts_output/text_to_speech/easyread-text-15-18_en.mp3
16,easyread-text-16-4,en,tts_output/text_to_speech/easyread-text-16-4_en.mp3
15,easyread-text-15-15,en,tts_output/text_to_speech/easyread-text-15-15_en.mp3
16,easyread-text-16-12,en,tts_output/text_to_speech/easyread-text-16-12_en.mp3
16,easyread-text-16-14,en,tts_output/text_to_speech/easyread-text-16-14_en.mp3
14,easyread-text-14-11,en,tts_output/text_to_speech/easyread-text-14-11_en.mp3
16,easyread-text-16-6,en,tts_output/text_to_speech/easyread-text-16-6_en.mp3
15,easyread-text-15-3,en,tts_output/text_to_speech/easyread-text-15-3_en.mp3
16,easyread-text-16-21,en,tts_output/text_to_speech/easyread-text-16-21_en.mp3
15,easyread-text-15-5,en,tts_output/text_to_speech/easyread-text-15-5_en.mp3
16,easyread-text-16-3,en,tts_output/text_to_speech/easyread-text-16-3_en.mp3
16,easyread-text-16-19,en,tts_output/text_to_speech/easyread-text-16-19_en.mp3
16,easyread-text-16-17,en,tts_output/text_to_speech/easyread-text-16-17_en.mp3
16,easyread-text-16-9,en,tts_output/text_to_speech/easyread-text-16-9_en.mp3
15,easyread-text-15-0,en,tts_output/text_to_speech/easyread-text-15-0_en.mp3
16,easyread-text-16-5,en,tts_output/text_to_speech/easyread-text-16-5_en.mp3
16,easyread-text-16-10,en,tts_output/text_to_speech/easyread-text-16-10_en.mp3
16,easyread-text-16-16,en,tts_output/text_to_speech/easyread-text-16-16_en.mp3
16,easyread-text-16-7,en,tts_output/text_to_speech/easyread-text-16-7_en.mp3
16,easyread-text-16-8,en,tts_output/text_to_speech/easyread-text-16-8_en.mp3
13,easyread-text-13-12,en,tts_output/text_to_speech/easyread-text-13-12_en.mp3
13,easyread-text-13-11,en,tts_output/text_to_speech/easyread-text-13-11_en.mp3
16,easyread-text-16-15,en,tts_output/text_to_speech/easyread-text-16-15_en.mp3
15,easyread-text-15-19,en,tts_output/text_to_speech/easyread-text-15-19_en.mp3
17,easyread-text-17-11,en,tts_output/text_to_speech/easyread-text-17-11_en.mp3
17,easyread-text-17-10,en,tts_output/text_to_speech/easyread-text-17-10_en.mp3
17,easyread-text-17-24,en,tts_output/text_to_speech/easyread-text-17-24_en.mp3
17,easyread-text-17-21,en,tts_output/text_to_speech/easyread-text-17-21_en.mp3
15,easyread-text-15-6,en,tts_output/text_to_speech/easyread-text-15-6_en.mp3
17,easyread-text-17-20,en,tts_output/text_to_speech/easyread-text-17-20_en.mp3
17,easyread-text-17-22,en,tts_output/text_to_speech/easyread-text-17-22_en.mp3
15,easyread-text-15-13,en,tts_output/text_to_speech/easyread-text-15-13_en.mp3
17,easyread-text-17-19,en,tts_output/text_to_speech/easyread-text-17-19_en.mp3
14,easyread-text-14-16,en,tts_output/text_to_speech/easyread-text-14-16_en.mp3
17,easyread-text-17-17,en,tts_output/text_to_speech/easyread-text-17-17_en.mp3
17,easyread-text-17-16,en,tts_output/text_to_speech/easyread-text-17-16_en.mp3
17,easyread-text-17-15,en,tts_output/text_to_speech/easyread-text-17-15_en.mp3
17,easyread-text-17-12,en,tts_output/text_to_speech/easyread-text-17-12_en.mp3
17,easyread-text-17-13,en,tts_output/text_to_speech/easyread-text-17-13_en.mp3
16,easyread-text-16-0,en,tts_output/text_to_speech/easyread-text-16-0_en.mp3
15,easyread-text-15-17,en,tts_output/text_to_speech/easyread-text-15-17_en.mp3
17,easyread-text-17-4,en,tts_output/text_to_speech/easyread-text-17-4_en.mp3
17,easyread-text-17-5,en,tts_output/text_to_speech/easyread-text-17-5_en.mp3
17,easyread-text-17-18,en,tts_output/text_to_speech/easyread-text-17-18_en.mp3
17,easyread-text-17-0,en,tts_output/text_to_speech/easyread-text-17-0_en.mp3
17,easyread-text-17-6,en,tts_output/text_to_speech/easyread-text-17-6_en.mp3
17,easyread-text-17-23,en,tts_output/text_to_speech/easyread-text-17-23_en.mp3
17,easyread-text-17-2,en,tts_output/text_to_speech/easyread-text-17-2_en.mp3
17,easyread-text-17-1,en,tts_output/text_to_speech/easyread-text-17-1_en.mp3
17,easyread-text-17-7,en,tts_output/text_to_speech/easyread-text-17-7_en.mp3
16,easyread-text-16-1,en,tts_output/text_to_speech/easyread-text-16-1_en.mp3
18,easyread-text-18-12,en,tts_output/text_to_speech/easyread-text-18-12_en.mp3
18,easyread-text-18-6,en,tts_output/text_to_speech/easyread-text-18-6_en.mp3
17,easyread-text-17-25,en,tts_output/text_to_speech/easyread-text-17-25_en.mp3
16,easyread-text-16-20,en,tts_output/text_to_speech/easyread-text-16-20_en.mp3
17,easyread-text-17-3,en,tts_output/text_to_speech/easyread-text-17-3_en.mp3
18,easyread-text-18-19,en,tts_output/text_to_speech/easyread-text-18-19_en.mp3
