page_index,text_id,base_language_code,target_language_code,status,error
13,sectioneli5-13-0,es,en,enqueued,
13,sectioneli5-13-3,es,en,success,
14,sectioneli5-14-6,es,en,success,
13,sectioneli5-13-6,es,en,enqueued,
19,sectioneli5-19-2,es,en,enqueued,
13,sectioneli5-13-2,es,en,success,
13,sectioneli5-13-4,es,en,success,
20,sectioneli5-20-2,es,en,enqueued,
15,sectioneli5-15-3,es,en,enqueued,
15,sectioneli5-15-1,es,en,enqueued,
20,sectioneli5-20-4,es,en,success,
20,sectioneli5-20-3,es,en,success,
15,sectioneli5-15-0,es,en,success,
19,sectioneli5-19-1,es,en,success,
25,sectioneli5-25-1,es,en,enqueued,
15,sectioneli5-15-2,es,en,success,
25,sectioneli5-25-3,es,en,enqueued,
19,sectioneli5-19-0,es,en,success,
13,sectioneli5-13-6,es,en,success,
20,sectioneli5-20-1,es,en,success,
13,sectioneli5-13-5,es,en,enqueued,
20,sectioneli5-20-0,es,en,success,
19,sectioneli5-19-2,es,en,success,
25,sectioneli5-25-0,es,en,enqueued,
20,sectioneli5-20-2,es,en,success,
25,sectioneli5-25-2,es,en,enqueued,
13,sectioneli5-13-0,es,en,success,
15,sectioneli5-15-1,es,en,success,
13,sectioneli5-13-5,es,en,success,
15,sectioneli5-15-3,es,en,success,
25,sectioneli5-25-0,es,en,success,
25,sectioneli5-25-2,es,en,success,
25,sectioneli5-25-1,es,en,success,
25,sectioneli5-25-3,es,en,success,
