page_index,id,language_code,text,type,section_id,section_type,translation_target
28,text-28-10,es,luciérnagas,boxed_text,0,activity_fill_in_a_table,en
28,text-28-11,es,rayos,boxed_text,0,activity_fill_in_a_table,en
28,text-28-12,es,lámpara eléctrica,boxed_text,0,activity_fill_in_a_table,en
28,text-28-13,es,Completa el cuadro que resume información sobre el tema.,instruction_text,1,activity_fill_in_a_table,en
28,text-28-14,es,TIPO DE CUERPO,section_heading,1,activity_fill_in_a_table,en
28,text-28-15,es,CARACTERÍSTICAS,section_heading,1,activity_fill_in_a_table,en
28,text-28-16,es,EJEMPLOS,section_heading,1,activity_fill_in_a_table,en
28,text-28-17,es,opaco,section_text,1,activity_fill_in_a_table,en
28,text-28-18,es,Permiten el paso de la luz y se puede ver a través de ellos con nitidez.,section_text,1,activity_fill_in_a_table,en
28,text-28-19,es,vidrio esmerilado,section_text,1,activity_fill_in_a_table,en
29,text-29-2,es,Controla que hayas cumplido con:,instruction_text,0,activity_other,en
29,text-29-3,es,"separar las palabras que aparecen juntas,",instruction_text,0,activity_other,en
29,text-29-4,es,"colocar las mayúsculas al comienzo de los enunciados y de los nombres propios,",instruction_text,0,activity_other,en
29,text-29-5,es,colocar los signos de puntuación.,instruction_text,0,activity_other,en
29,text-29-10,es,recuerda utilizar losbrazosdesnudos y practicarhasta lograrlo,instruction_text,0,activity_other,en
29,text-29-7,es,apagatodaslas luces de la habitación enciende una lámpara y colócala para que ilumine una pared desnuda,instruction_text,0,activity_other,en
29,text-29-1,es,Realiza las correcciones.,instruction_text,0,activity_other,en
29,text-29-8,es,"ubica tus manos a 1 metro de la luz y a 1 metroymedio de la pared, aproximadamente",instruction_text,0,activity_other,en
29,text-29-9,es,"cuanto máscerca estés de la luz, más grandes serán las sombras",instruction_text,0,activity_other,en
29,text-29-11,es,Escribe aquí el texto corregido.,instruction_text,0,activity_other,en
29,text-29-6,es,Instrucciones para hacer sombras chinescas,instruction_text,0,activity_other,en
29,text-29-0,es,La computadora tenía problemas y cometió algunos errores.,section_text,0,activity_other,en
30,text-30-2,es,Las sombras chinescas son un juego muy antiguo y muy bello.,section_text,0,activity_open_ended_answer,en
30,text-30-1,es,Tacha las palabras que están repetidas.,instruction_text,0,activity_open_ended_answer,en
30,text-30-5,es,"Se pueden lograr sombras chinescas de patos,",section_text,0,activity_open_ended_answer,en
30,text-30-3,es,Las sombras chinescas se crean al enlazar los dedos de las manos de distintas maneras frente a una fuente de luz,section_text,0,activity_open_ended_answer,en
30,text-30-4,es,y formar figuras sobre una pared.,section_text,0,activity_open_ended_answer,en
30,text-30-12,es,Escríbelas en el mismo texto a modo de borrador.,instruction_text,1,activity_open_ended_answer,en
30,text-30-13,es,Escribe aquí el texto corregido.,activity_input_placeholder_text,1,activity_open_ended_answer,en
30,text-30-9,es,Se pueden lograr figuras estáticas dejando las manos quietas,section_text,0,activity_open_ended_answer,en
30,text-30-8,es,entre muchas otras sombras chinescas.,section_text,0,activity_open_ended_answer,en
30,text-30-10,es,o se pueden lograr figuras dinámicas al mover algunos dedos.,section_text,0,activity_open_ended_answer,en
30,text-30-7,es,"sombras chinescas de serpientes,",section_text,0,activity_open_ended_answer,en
30,text-30-6,es,sombras chinescas de conejos y,section_text,0,activity_open_ended_answer,en
30,text-30-0,es,Lee atentamente este texto.,instruction_text,0,activity_open_ended_answer,en
30,text-30-11,es,Vuelve a leer el texto y discute con tus compañeros qué modificaciones deben realizar para mejorarlo.,instruction_text,1,activity_open_ended_answer,en
