page_index,id,origin_language_code,language_code,text,reasoning
26,text-26-3,en,es,2. Representa tu número inicial con bloques de base diez.,"The request is asking how to represent a starting number using base-ten blocks, a concept useful in illustrating numbers in education. There is no specific numeric content to translate, so we'll translate the instructions."
26,text-26-6,en,es,4. Escucha el nombre de tu jugador. Usa los bloques para mostrar el cambio.,"The instruction is to listen for the player's name and show the change using blocks. Here, 'player’s name' and 'blocks' are nouns. All text including nouns should be translated into Spanish."
26,text-26-10,en,es,Ecuación 2: ________________________________,"The text contains the word 'Equation' which is a noun and needs to be translated into the target language, while the mathematical part which is a placeholder is left untranslated."
26,text-26-8,en,es,6. Escribe una ecuación para mostrar el nuevo número.,"The phrase needs to be translated into Spanish, with careful attention to correctly rendering 'write an equation' and 'new number.' There are no mathematical symbols or numbers to handle specially."
26,text-26-9,en,es,Ecuación 1: ________________________________,The sentence refers to an equation but does not provide its details which means it is more of a placeholder. The statement is neutral and should be translated accordingly.
26,text-26-7,en,es,5. Explica tu pensamiento a tu grupo.,"To translate the instruction to Spanish, I need to consider that it is a simple command. ""Explain"" should be translated as ""Explica,"" and the rest of the sentence should follow accordingly with appropriate Spanish terms."
26,text-26-13,en,es,Comparte este número con tu grupo.,"The phrase is in English, and each word should be carefully translated into the equivalent Spanish words to maintain the intended meaning."
29,text-29-3,en,es,71 - 50 = 21,The math symbols and numbers in the text should not be translated. The equation remains unchanged between English and Spanish.
26,text-26-17,en,es,21,"The text is a number, which remains the same in Spanish."
29,text-29-0,en,es,Lin y Clare cada una escribió ecuaciones para mostrar su pensamiento.,The text contains proper nouns 'Lin' and 'Clare' which remain unchanged in the translation. The rest of the sentence should be translated into Spanish as it describes an action involving these individuals writing equations.
29,text-29-2,en,es,A,The letter 'A' should be directly translated to 'A' in Spanish as it is a universal character.
26,text-26-16,en,es,Lección 7,"The term 'Lesson 7' refers to a specific section in a curriculum or book. 'Lesson' is a noun and should be translated. '7' remains the same, as numbers are universal."
26,text-26-12,en,es,Número final: _____________________________,"The sentence 'Ending number: _____________________________' is a statement that requires translation of the text to Spanish. The colon and blank space are part of the formatting and remain unchanged, only the text 'Ending number' needs to be translated."
30,text-30-11,en,es,Explicar,"To translate the word 'explain' into Spanish, I must identify that 'explain' is a verb. The corresponding translation for the verb 'explain' into Spanish is 'explicar'."
29,text-29-4,en,es,21 = 10 + 11,The algebraic equation 21 = 10 + 11 should remain as is since it's universally understood and does not include any language-dependent content.
29,text-29-7,en,es,B,The letter 'B' is a proper noun and should generally be carried over directly as it's a representation of an alphabet.
29,text-29-8,en,es,71 = 60 + 11,"The mathematical expression should not be translated, as it involves numbers and symbols that are consistent across languages."
29,text-29-5,en,es,11 - 6 = 5,"The math equation '11 - 6 = 5' should remain the same as it involves numbers and mathematical symbols, which are universal and do not need translation."
26,text-26-11,en,es,Mi jugador ahora tiene ____________ decenas y ____________ unidades.,The sentence needs to be translated into Spanish while maintaining the blanks for the numbers.
29,text-29-9,en,es,11 - 6 = 5,The mathematical expression 11 - 6 = 5 should not be translated as it is already in a universal format.
26,text-26-15,en,es,Grado 2 Unidad 2,"The phrase 'Grade 2 Unit 2' consists of nouns and a numerical symbol, all of which should be translated to Spanish. 'Grade' translates to 'Grado' and 'Unit' to 'Unidad'. The number '2' remains the same as a numeral and is used twice in the text."
29,text-29-1,en,es,Explica cómo sabes qué grupo de ecuaciones corresponde al trabajo de Lin y cuál corresponde al trabajo de Clare.,"To translate the text correctly, I need to focus on the action verbs and proper nouns, ensuring they are translated into Spanish—‘Lin’ and ‘Clare’ are proper nouns and will remain the same, while 'work' would be translated as 'trabajo'. The rest of the sentence structure will follow Spanish grammatical rules."
29,text-29-15,en,es,24,The number '24' is a numeral and should remain unchanged in the translation.
29,text-29-6,en,es,10 + 5 = 15,"The math equation contained in the text, '10 + 5 = 15', involves numbers and symbols that should remain unchanged, while in Spanish, the text representation, 'Added together they make', would not be applicable as it is a mathematical result. Therefore, the simple numerical equation should remain intact without translation."
29,text-29-11,en,es,10 + 5 = 15,"Mathematical equations should remain unchanged, so we only translate any accompanying text (if there was any) to Spanish."
13,text-13-2,en,es,Luego subieron 34 estudiantes más.,Translate 'more students' to 'más estudiantes' and ensure the structure of the sentence is maintained.
29,text-29-13,en,es,Grado 2 Unidad 2,The terms 'Grade' and 'Unit' are generic education-related terms and should be translated to Spanish. The number '2' should remain as it is.
29,text-29-10,en,es,60 - 50 = 10,"The math equation should remain as is, without translating the numbers or the symbols, as they are universal."
27,text-27-0,en,es,Lección 8: Diferentes Maneras de Descomponer,"The phrase 'Lesson 8: Different Ways to Decompose' includes a noun 'Lesson' and a phrase to describe different methods., which need to be translated into Spanish."
13,text-13-0,en,es,3.1: Diversión en el zoológico,"The phrase 'Fun at the Zoo' is a title, and 'Zoo' is a noun that can be translated into Spanish. The phrase should be translated to maintain the meaning and context."
27,text-27-2,en,es,Charla de Números: Múltiplos de 10,The phrase 'Number Talk: Multiples of 10' includes mathematical terminology which should be translated for Spanish speakers while retaining the mathematical context.
27,text-27-3,en,es,Encuentra el valor de cada expresión mentalmente.,The task requests translation of the instruction to the Spanish language without altering its meaning or suggesting any calculations.
27,text-27-5,en,es,18 + 20 + 10,"The math symbols in the text should not be translated, but there is also no surrounding text to translate."
29,text-29-14,en,es,Lección 8,"The text 'Lesson 8' is composed of the noun 'Lesson' followed by the number '8'. In Spanish, 'Lesson' translates to 'Lección', while the number '8' remains the same numerically. Hence, the translation is 'Lección 8'."
13,text-13-1,en,es,Algunos estudiantes estaban esperando en el autobús para ir al zoológico.,"The sentence contains simple terms that have direct translations in Spanish. 'Students' can be translated to 'estudiantes', 'waiting' to 'esperando', 'bus' to 'autobús', and 'zoo' to 'zoológico'. The structure of the sentence is straightforward and can be translated almost word-for-word."
26,text-26-14,en,es,7. Escribe una ecuación para mostrar la suma de los números finales en tu grupo.,"To accurately translate the sentence, I need to ensure that the context of writing an equation about numbers is maintained while translating the text into Spanish, including the word 'equation'."
13,text-13-4,en,es,¿Cuántos estudiantes había en el autobús al principio?,"To accurately translate the question into Spanish, each word should be carefully converted while maintaining the original question's structure and meaning."
27,text-27-6,en,es,38 - 20,"The phrase consists solely of mathematical symbols which should not be translated, as math symbols are universal."
29,text-29-12,en,es,3. ¿En qué se parecen los métodos de Lin y Clare? ¿En qué se diferencian?,"The text is a question comparing two methods by Lin and Clare, so the translation should maintain the structure and meaning of the original sentence in Spanish."
27,text-27-4,en,es,18 + 10 + 10,"The numbers in the equation such as '18', '10', and '10' should not be translated as they are math symbols, nor should the '+' operation symbol, as they universally represent mathematical operations and values. Thus, the text remains the same in Spanish."
13,text-13-7,en,es,8,"The number '8' should not be translated, as numerical values need to remain unchanged in the translation."
13,text-13-6,en,es,Lección 3,'Lesson 3' is a phrase where 'Lesson' is a noun and should be translated to 'Lección.' The number '3' remains as it is.
13,text-13-5,en,es,Segundo grado Unidad 2,"The phrase 'Grade 2 Unit 2' refers to an educational system structure, which involves nouns that should be translated into Spanish."
27,text-27-8,en,es,Grado 2 Unidad 2,"The text 'Grade 2 Unit 2' includes educational terms that refer to a grade level and a unit, which should be translated into the target language, Spanish."
27,text-27-9,en,es,Lección 8,"'Lesson' is a noun and should be translated to 'Lección' in Spanish. Given the context, '8' is a numerical value and does not need translation."
27,text-27-7,en,es,48 - 30,"The mathematical expression should not be translated, so the numbers and operators remain as is."
27,text-27-10,en,es,22,The number '22' does not require translation and remains the same across different languages.
20,text-20-2,en,es,b. Escribe una ecuación para mostrar cuántos tiene Diego ahora.,"The sentence is a simple query requesting an equation for how much Diego has. I need to provide this in Spanish, ensuring not to translate any math-specific parts."
20,text-20-0,en,es,"3. Luego, Diego se llevó 8 unidades.",The text contains a proper noun 'Diego' which is a name and should be kept as is because names do not need translation. The rest of the sentence is in general English and should be translated into Spanish with the numbers and context preserved.
20,text-20-1,en,es,a. Dibuja un diagrama para mostrar lo que le pasó a los bloques de Diego.,"The sentence involves an instruction related to drawing a diagram, which is not to be executed but simply translated. The noun 'blocks' refers to objects and should be translated as well."
20,text-20-4,en,es,Grado 2 Unidad 2,"'Grade 2 Unit 2' is part of an educational context, and in Spanish, it should be translated to denote a school grade and unit within a curriculum."
27,text-27-1,en,es,Comparemos diferentes maneras de restar.,The sentence is straightforward and does not include any math symbols that need to remain untranslated. The word 'subtract' is an action verb related to mathematics and can be directly translated into Spanish.
20,text-20-3,en,es,Esté preparado para explicar su razonamiento.,The instruction 'Be prepared to explain your reasoning.' consists of straightforward vocabulary and does not include any complex concepts or figures of speech that require special attention. Each word can be translated directly to convey the same meaning in Spanish.
20,text-20-5,en,es,Lección 5,'Lesson' is a noun and should be translated to 'Lección' in Spanish. The number '5' does not change in the translation.
13,text-13-3,en,es,Ahora hay 55 estudiantes en el autobús.,"The sentence consists of a simple statement about the number of students on the bus, which needs to be translated into Spanish."
20,text-20-6,en,es,15,The number '15' does not need translation as it is universally understood.
12,sectioneli5-12-1,en,es,"Estamos observando imágenes llamadas diagramas de base diez. Son como bloques que nos ayudan a ver los números. Cada pila alta es diez, y cada cubo pequeño es uno. Los usamos para ver cuántas cosas tenemos y para ayudarnos a sumar o restar observando estos bloques.","To provide an accurate translation, I will translate all the informational and instructional parts of the text into Spanish, while keeping any numerical references as they are."
27,sectioneli5-27-0,en,es,"Hoy, vamos a aprender cómo restar de diferentes maneras. Cuando tenemos un número grande, podemos dividirlo en partes más pequeñas y fáciles de quitar, al igual que romper una galleta en pedazos para compartir con amigos. ¡Esto nos ayuda a encontrar la respuesta más rápido en nuestras cabezas!","The passage contains an explanation of subtraction techniques using an analogy with breaking a cookie. Each component of the sentence, including the analogy, should be translated accurately to maintain the intended meaning and educational context."
16,sectioneli5-16-0,en,es,Hoy vamos a divertirnos jugando a juegos que nos ayudarán a mejorar en sumar y restar números. ¡Estos juegos harán que practicar matemáticas sea una aventura divertida!,The text describes a future activity involving games to practice addition and subtraction. The nouns and all the text should be translated into Spanish.
24,sectioneli5-24-0,en,es,"En esta lección de matemáticas, estamos aprendiendo a restar con números más grandes, como 14 o 27. Imagina que tienes diez palos y algunos cubitos. Cada palo tiene diez cubos juntos, así que si ves dos palos, ¡eso es veinte! Cuando restamos, es como quitar algunos palos o cubos y ver qué nos queda. ¡Practiquemos quitando estos palos y cubos usando dibujos para hacerlo divertido y fácil de entender!","For translating this text, I need to accurately convey the explanation of subtracting bigger numbers using imagery of sticks and cubes while keeping the mathematical context intact. 'Sticks' and 'cubes' are important nouns that help in visualization and should be translated appropriately in Spanish."
16,sectioneli5-16-1,en,es,"¡Practiquemos algo de matemáticas simples restando números en nuestras cabezas! Empieza con números pequeños y ve subiendo a números más grandes. Primero, si tienes 6 manzanas y quitas 3, te quedarán 3. Ahora, imagina que tienes 66 manzanas y quitas 3, ¡te quedan 63! Prueba restas más grandes como quitar 30 o 33 de 66. ¡Es como jugar un divertido juego de números con tu mente!",The passage is teaching simple subtraction concepts using examples with apples. All these should be translated to convey the same meaning in Spanish without changing number literals.
25,sectioneli5-25-0,en,es,"¡Vamos a aprender sobre la resta! Entonces, si tienes 46 bloques y quitas 28, quieres ver cuántos bloques te quedan. Para averiguarlo, puedes usar bloques reales como los niños en la imagen. Cuenta y mueve los bloques para resolver el problema. ¡Esto te ayuda a ver la diferencia de una manera divertida!",The text instructs the reader on how to perform a subtraction operation by using physical blocks as a visual and tangible way to understand the concept. The translation should maintain the instructional tone and the playful approach.
18,sectioneli5-18-0,en,es,"Imagina que tienes 82 caramelos y necesitas darle 9 a un amigo. Para averiguar cuántos te quedan, puedes usar bloques o simplemente contar hacia abajo desde 82 hasta 9. Entonces, si quitas 9 bloques o caramelos de 82, verás que te quedan 73. ¡Esa es la respuesta! Usar bloques hace que sea más fácil ver el número con el que estás trabajando.","The paragraph involves a basic arithmetic operation and describes a process of subtracting using candies as an example. The numbers and arithmetic operation should remain unchanged, while the rest of the text is translated into Spanish."
21,sectioneli5-21-0,en,es,"En esta lección, estamos viendo diferentes maneras de hacer restas. Imagina que tienes una gran barra de chocolate y quieres compartirla, pero primero necesitas quitar algunas piezas. Usando diferentes métodos, puedes encontrar la mejor manera de quitar partes de la barra de chocolate. Es como tener diferentes planes para resolver el mismo problema, lo que te ayuda a comprender mejor los números.",The text describes a scenario for explaining subtraction using a metaphor of a chocolate bar. All nouns and text should be translated to provide equivalent meaning in Spanish.
27,sectioneli5-27-1,en,es,"En esta lección, estamos aprendiendo a hacer matemáticas mentalmente usando números como 10, 20 o 30. Cuando ves algo como 18 + 10 + 10, puedes pensarlo como 18 más dos grandes pasos de 10, lo que facilita el cálculo. Para la resta, como 38 - 20, puedes imaginar quitar dos grandes pasos de 10 de 38. ¡Esto te ayuda a ver patrones y hacer matemáticas rápidamente!",The translation involves translating the explanation of mental math using numbers into Spanish while ensuring that mathematical expressions remain unchanged.
17,sectioneli5-17-0,en,es,"En esta lección, estamos aprendiendo a restar números pequeños de números más grandes. Imagina que tienes 17 caramelos y te comes 7. ¿Cuántos te quedan? Es como contar hacia atrás para ver cuántas golosinas te quedan todavía. ¡Esto nos ayuda a entender cómo funciona la resta y nos hace más rápidos contando!","Translate the context and concepts of the lesson regarding subtraction, keeping the mathematical element unchanged, so it makes sense in Spanish."
30,sectioneli5-30-0,en,es,"Andre está averiguando cuánto es 65 menos 28 descomponiéndolo en pasos más pequeños y fáciles. Comienza restando 20 de 65, lo cual es como tomar un gran pedazo, y obtiene 45. Luego, divide 45 en 30 y 15 para hacerlo más fácil. A continuación, resta 8 de 15, obteniendo 7. Finalmente, suma 30 y 7 para encontrar la respuesta, que es 37. ¡Es como descomponer un rompecabezas complicado en pequeñas piezas que son fáciles de resolver una a una!","The text describes a step-by-step process of subtraction problem-solving. Translate the entire text, describing the approach in Spanish while maintaining the integrity of numerical values."
11,sectioneli5-11-1,en,es,"Imagina que tienes 21 bloques de juguete y necesitas más para tener un total de 96 bloques. Tienes que averiguar cuántos bloques más necesitas. Puedes hacer esto restando 21 de 96, como contando hacia atrás, para ver qué queda. Esto te dirá cuántos bloques necesitas agregar para llegar a 96. ¡Luego, muestra a tu amigo cómo lo resolviste!",The paragraph is providing a scenario involving toy blocks and includes a simple arithmetic operation. The task is to translate the entire text while keeping any mathematical expressions unchanged.
12,sectioneli5-12-0,en,es,"Hoy, estamos aprendiendo cómo resolver problemas matemáticos usando sumas y restas. Imagina que tienes una historia donde alguien da o quita cosas, como juguetes o bocadillos. Usamos la suma para saber cuántas cosas tenemos en total, y la resta para ver qué queda cuando se quitan algunas. ¡Las imágenes con bloques nos muestran grupos de 10 y 1 para ayudarnos a contar mejor!","The text involves the concept of adding and subtracting math problems, with a context including toys or snacks, and explanations about using blocks to count better."
29,sectioneli5-29-1,en,es,"Lin y Clare están resolviendo problemas matemáticos utilizando diferentes formas de descomponer los números. Lin podría usar una forma en la que resta primero, y Clare podría dividir los números en partes primero. A pesar de que lo hacen de manera diferente, tanto Lin como Clare obtienen la misma respuesta al final. Es como resolver un rompecabezas con diferentes estrategias pero terminando con la imagen correcta.",The text describes a situation where two people use different methods to solve math problems but arrive at the same answer. All elements of the text should be translated directly into Spanish as it involves no math symbols or units.
28,sectioneli5-28-0,en,es,"Lin y Clare están resolviendo un problema de matemáticas usando imágenes. Están usando bloques para mostrar números. Lin tiene un montón de bloques largos para mostrar decenas y bloques pequeños para mostrar unidades. Clare tiene bloques similares, pero se ven un poco diferentes. Están tratando de encontrar la diferencia entre 71 y 56 quitando algunos. Esto les ayuda a ver cómo los números grandes se dividen en partes para hacer que restar sea más fácil.","To effectively translate this text into Spanish, it's important to maintain the structure and meaning of the original text. Nouns like 'Lin', 'Clare', and 'blocks', and numbers like '71' and '56' should remain intact. The context of solving a math problem using visual aids is important to preserve for accurate translation."
21,sectioneli5-21-1,en,es,"Pensemos en el número 64 como si fuera un montón de bloques. Tienes algunos bloques más grandes que valen diez cada uno y algunos bloques más pequeños que valen uno cada uno. Si tienes seis bloques grandes (eso es 60) y cuatro pequeños (eso es 4), en total hacen 64. Entonces, es cierto que 64 es igual a 60 más 4.","To translate the given English text into Spanish, I need to maintain the mathematical expressions and their meanings. The numbers and their associated mathematical operations need to remain the same, as they represent the essence of the calculation. The surrounding text should be translated accurately to convey the same meaning in Spanish."
24,sectioneli5-24-1,en,es,"Esta actividad trata sobre usar bloques para contar números. Ves algunas pilas altas y bloques pequeños. Cada pila es como diez bloques juntos, y los bloques pequeños son individuales. La idea es encontrar y contar cuántas decenas y unidades ves. ¡Esto te ayuda a entender y trabajar con números más grandes, al igual que construir con bloques!",The text contains instructions for an activity using blocks to count numbers. The text includes simple terms and counting concepts which need translation.
20,sectioneli5-20-0,en,es,"Imagina que tienes un grupo de 8 bloques de juguete. Diego decide llevárselos todos. Para mostrar esto, podrías dibujar un dibujo de 8 bloques, y luego tacharlos para mostrar que se han ido.

Ahora, si quieres escribir lo que ocurrió con números, comienzas con 8, y como Diego se los llevó todos, haces 8 menos 8. La ecuación se ve así: 8 - 8 = 0, lo que significa que no quedan bloques.","The given text involves a scenario with toy blocks, an example using numbers, and involves subtraction that is described in numbers as 8 - 8 = 0. The description and explanation should be translated into Spanish, keeping the numerical equation unchanged, as it is a math symbol."
21,sectioneli5-21-3,en,es,"Imagina el 64 como un gran montón de bloques. Tienes bloques que se agrupan en decenas y bloques individuales. El número 64 tiene 6 grupos de diez bloques y 4 bloques individuales. Entonces, cuando ves 30 + 24, puedes contar las decenas y las unidades para ver si suman 64. Si no alcanza 64, entonces no está del todo bien.","The text describes numbers and mathematical concepts using terms like 'blocks', 'groups in tens', and 'single blocks', which need translation alongside the numbers provided."
19,sectioneli5-19-0,en,es,"Imagina que tienes un montón de bloques. Diego empieza con 5 pilas de diez bloques y 5 bloques sueltos. Así que tiene 55 bloques en total. Ahora, imagina quitar 20 bloques de las pilas de diez. ¿Cuántos bloques le quedan a Diego? ¡Puedes usar bloques para contar y verlo tú mismo!","The text involves basic math and explanatory language. An accurate translation must ensure the mathematical integrity is maintained while translating the narrative part to Spanish. Units or specific numbers like '55', '5', '20' etc., should stay the same, ensuring clarity in mathematical operations."
14,sectioneli5-14-1,en,es,"Imagina que tienes 58 caramelos en un frasco y 27 caramelos en otro frasco. Para averiguar cuántos caramelos más hay en el primer frasco, restas el número más pequeño del número más grande. Entonces, debes quitar 27 de 58. Esto te da 31 caramelos más en el primer frasco. En el problema, 31 estudiantes más fueron a ver a los osos que a los leones.","The task involves translating the instructions from English to Spanish, considering all the elements. The numbers and math operations remain intact while the surrounding narrative is translated."
23,sectioneli5-23-0,en,es,"Tyler está tratando de averiguar cuánto es 82 menos 9. En lugar de hacerlo de una vez, lo divide en partes más pequeñas para facilitarlo. Divide 82 en 70 y 12, luego resta 9 de 12, lo que le deja con 3. Cuando suma esos 3 de nuevo a 70, obtiene 73. Es como dividir un gran rompecabezas en piezas más pequeñas para resolverlo más fácilmente. No podemos decidir entre los diagramas de Diego o Elena solo con este texto, ¡pero el método de Tyler tiene sentido!","To translate this passage accurately, I need to break down the English text and ensure all components, including numerical values, remain intact while focusing on Spanish grammar and vocabulary."
30,sectioneli5-30-2,en,es,"Cuando queremos averiguar cuánto es 34 menos 18, podemos pensar en esto como tener 34 caramelos y quitar 18. Para hacerlo más fácil, podemos dividir 34 en 3 grupos de 10 (que es 30) y 4 caramelos sueltos. Luego quitamos 18, lo que es como quitar 1 grupo de 10 (dejando 20) y 8 caramelos sueltos. Después de quitar esos, contamos lo que nos queda. Esto nos ayuda a ver que nos quedan 16 caramelos. ¡Esa es la respuesta!","To translate this text accurately into Spanish, each step and detail should be carefully translated, ensuring the math operations remain clear and that the example with candies is preserved in the target language."
25,sectioneli5-25-1,en,es,"Se trata de averiguar cuánto queda cuando quitas algo de otra cosa. Por ejemplo, si tienes 93 juguetes y regalas 54, ¿cuántos te quedan? Puedes usar bloques de conteo para ayudarte a ver y resolverlo. ¡Es como jugar con piezas para ver la respuesta!","To accurately translate this text into Spanish, I need to capture the essence of subtraction and the idea of using counting blocks as a visual tool to understand the concept."
19,sectioneli5-19-1,en,es,"Imagina que tienes 5 palos largos, cada palo está hecho de 10 bloques pequeños. Eso es lo que llamamos 5 decenas. Diego decidió quitar 2 de esos palos largos. Si estuvieras dibujando esto, primero dibujarías 5 palos largos, luego tacharías 2 de ellos.

Ahora veamos cuántos bloques le quedan a Diego: 5 decenas (esos son 5 palos largos) - 2 decenas (2 palos) = 3 decenas (3 palos).

Entonces, en números, parece 50 menos 20, lo que equivale a 30. ¡Diego ahora tiene 3 decenas o 30 bloques restantes!","The text is a simple arithmetic explanation using a visual analogy with sticks and blocks, which translates directly to Spanish."
14,sectioneli5-14-0,en,es,"Imagina que tienes 65 caramelos. Luego, regalas 23 caramelos a tus amigos. Para saber cuántos te quedan, tomas tus 65 caramelos y restas los 23 que regalaste. Entonces, 65 menos 23 nos dice cuántos caramelos te quedas.

Es como la casa de los monos donde había 65 estudiantes al principio. Cuando 23 se fueron a ver a los hipopótamos, restas 23 de 65 para saber cuántos quedan en la casa de los monos.","The given text contains general sentences about candy and a scenario with students, which should all be translated into Spanish, while keeping any numbers and operations consistent as they represent mathematical concepts."
15,sectioneli5-15-0,en,es,"En esta sección, aprendimos cómo sumar y restar números más grandes observando sus partes. Imagina usar bloques donde algunos bloques son pilas de diez y otros son unidades individuales.

Entonces, cuando restas 50 - 30, miras los bloques de decenas: 5 decenas menos 3 decenas dejan 2 decenas, que es 20.

Luego, para 5 - 4, es como restar los bloques pequeños de uno, dejando 1.

Finalmente, suma 20 + 1 para obtener 21. Usar estas ideas de bloques nos ayuda a ver cómo los números funcionan juntos.",The text describes a method of adding and subtracting numbers using a block analogy. The translation should accurately convey this educational explanation in Spanish.
14,sectioneli5-14-2,en,es,"Imagina que tienes 88 pájaros de juguete. Pones 34 de estos pájaros dentro de una casa especial. Para saber cuántos pájaros están fuera de la casa, cuentas todos los pájaros, restas cuántos están dentro, y eso te da el número de pájaros fuera. Entonces, haces 88 menos 34, y así es como sabes cuántos pájaros están afuera. ¡Es como resolver un rompecabezas para averiguar dónde están todos tus pájaros!","The task is to translate the text while ensuring the math expression remains intact. Hence '88 minus 34' should be kept in the same format, and the accompanying explanation is translated into Spanish."
30,sectioneli5-30-1,en,es,"André usó una forma especial para resolver 65 menos 28, como descomponer juguetes en partes más pequeñas para que sean más fáciles de contar. Primero, quitó 20 para obtener 45, descompuso 45 en 30 y 15, luego quitó 8 de 15 para obtener 7. Finalmente, sumó 30 y 7 para obtener 37. Esto ayuda a hacer que el número grande sea más pequeño y más fácil de manejar.","The text describes a method of breaking down numbers to simplify the subtraction process. Each step and number mentioned should be translated to Spanish accurately, keeping the contextual meaning intact."
13,sectioneli5-13-0,en,es,"Imagina que vas al zoológico con tus amigos. Algunos niños ya están en el autobús. Luego, 34 niños más suben. Ahora hay 55 niños en el autobús. Para averiguar cuántos niños había inicialmente, restamos los 34 niños que subieron de los 55 niños totales. Entonces, 55 menos 34 es igual a 21. Eso significa que 21 niños estaban en el autobús al principio.","To translate the passage accurately into Spanish, I will maintain the numeric values and structure of the explanation, while translating text surrounding mathematical expressions."
26,sectioneli5-26-0,en,es,"Imagínate que estás jugando un juego con tus amigos usando bloques para aprender sobre números. Primero, todos eligen una carta con el nombre de un amigo. Luego, comienzas con algunos bloques que muestran un número. Uno por uno, tomas cartas y escuchas el nombre de tu amigo. Cambia tus bloques según lo que diga la carta. Después de eso, cuéntales a tus amigos lo que hiciste con los bloques y por qué. Luego, escribes el nuevo número usando una frase matemática, como una pequeña historia de lo que sucedió. Finalmente, todos suman sus nuevos números juntos para averiguar el total. ¡Es como usar un rompecabezas para aprender sobre números!","The passage describes a scenario involving a game with friends using blocks to learn about numbers. The translation needs to accurately convey the steps of the game in Spanish, ensuring that all actions and descriptions are clearly translated into Spanish to retain the original meaning."
17,sectioneli5-17-1,en,es,"¡Juguemos un pequeño juego de matemáticas! Vamos a restar números más pequeños de números más grandes en nuestra cabeza.

Primero, imagina que tienes 17 caramelos y te comes 7. ¿Cuántos caramelos tienes ahora? Así es, te quedan 10 caramelos.

Ahora, si te comes 8 caramelos en lugar de 7, ¿cuántos te quedarían? Te quedarían 9.

Luego, piensa en tener 26 caramelos. Si te comes 6, te quedarán 20 caramelos.

Finalmente, si te comes 8 caramelos de los 26, te quedarán 18 caramelos.

¡Al practicar esto, te vuelves más rápido y mejor haciendo matemáticas en tu mente!","The task requires translating the given text from English to Spanish while keeping the structure and meaning intact, without altering the mathematical content."
29,sectioneli5-29-0,en,es,"Lin y Clare están resolviendo problemas matemáticos dividiéndolos en partes más pequeñas, un poco como cortar un gran pastel en trozos para que sea más fácil de comer.

Para el primer conjunto:
- Comienzan con 71 y restan 50 para llegar a 21.
- Luego muestran cómo 21 se compone de 10 y 11.
- Después, 11 menos 6 igual a 5.
- También muestran que 10 más 5 igual a 15.

Para el segundo conjunto:
- Muestran 71 como 60 más 11.
- Nuevamente, 11 menos 6 igual a 5.
- Dividen 71 de estas maneras diferentes para realizar más pasos.
- Y de nuevo, suman 10 más 5 para hacer 15.

Cada grupo es como una receta diferente para resolver el problema matemático, por lo que cada uno mostró su pensamiento de maneras únicas, ¡pero ambos son correctos!","The text provided discusses mathematical problem-solving steps, expressing them through analogies and examples. Most sentences involve basic mathematical logic or breakdowns of numbers, which are straightforward to translate into Spanish."
21,sectioneli5-21-2,en,es,"Pensemos en el número 64 como bloques de construcción. Tienes 64 bloques en total. 

Imagina primero tener 6 torres de 10 bloques y 4 bloques extra. Eso es como 60 + 4, y es correcto.

Ahora, si intentas convertirlo en 50 + 14, tienes 5 torres de 10 bloques y 14 bloques extra. Si cuentas eso, también suma 64, ¡así que es verdad!

Entonces, hay diferentes maneras de formar el número usando decenas y unidades, siempre que todavía sumen 64.","The text involves simple addition and the concept of regrouping tens and ones, but these concepts should not be altered as they are universal in all languages. I will translate the accompanying text into Spanish, preserving the mathematical structure and relationships."
11,sectioneli5-11-0,en,es,"Imagina que tienes algunos bloques de juguete para ayudar a resolver un rompecabezas. Primero, Han tiene 17 bloques y quiere averiguar cuántos bloques más necesita para llegar a tener 48 bloques en total. Así que agrega más bloques hasta que cuenta y ve 48 bloques en total.

Luego, Mai comienza con 48 bloques. Ella quiere averiguar cuántos bloques deben quedar para tener solo 17. Entonces, quita bloques hasta que llega a 17 bloques.

¡Esta actividad nos ayuda a ver cómo los números se pueden sumar o restar para resolver problemas como un rompecabezas!","To accurately translate the text into Spanish, we need to maintain the narrative structure and ensure that the numbers and context are consistent with the original meaning."
22,sectioneli5-22-0,en,es,"Imagina que tienes algunos bloques para jugar. Diego y Elena están tratando de averiguar cuántos bloques quedan si quitan 9 de 82.

Ellos usan una forma especial para mostrar números con bloques:
- Diego toma un grupo de 82 bloques y muestra 80 con palos grandes (como paquetes de 10 bloques) y 12 bloques pequeños. Luego quita 9 de estos bloques pequeños.
- Elena también tiene 82 bloques, pero decide romperlos para mostrar 80 como palos grandes y 2 bloques pequeños, luego consigue más bloques pequeños para ayudar a quitar 9.

Aunque lo hacen de manera ligeramente diferente, ambos encuentran cuántos bloques quedan después de quitar 9.","The text provided is a scenario involving two individuals, Diego and Elena, who are calculating how many blocks remain after removing some from an original total. The context involves addition and subtraction with the focus on counting blocks, a tangible concept that could be understood by children. In translating this, the goal is to maintain the simple and clear language so it's easily understood by Spanish speakers, while ensuring the numerical elements remain unchanged."
