page_index,id,language_code,text,type
24,text-24-7,es,-jaguar,boxed_text
24,text-24-8,es,-ciervo,boxed_text
24,text-24-9,es,-oso hormiguero,boxed_text
24,text-24-10,es,-liebre,boxed_text
24,text-24-11,es,-coatí,boxed_text
24,text-24-12,es,-mulita,boxed_text
24,text-24-13,es,-lagarto,boxed_text
24,text-24-14,es,ACTIVIDADES ECONOMICAS,boxed_text
24,text-24-15,es,-agricultura,boxed_text
24,text-24-16,es,-ganadería,boxed_text
24,text-24-17,es,-explotación de recursos mineros,boxed_text
24,text-24-18,es,Desierto,boxed_text
24,text-24-19,es,-clima árido,boxed_text
24,text-24-20,es,-temperatura elevada,boxed_text
24,text-24-21,es,-escasez de lluvias,boxed_text
24,text-24-22,es,-alta variación térmica,boxed_text
24,text-24-23,es,-plantas xerófilas (cactus),boxed_text
24,text-24-24,es,-explotación de recursos mineros,boxed_text
24,text-24-25,es,Describe estos biomas en un texto de dos párrafos.,instruction_text
24,text-24-26,es,En el párrafo que corresponda incluye la definición de plantas xerófilas usando el dato que aparece abajo.,instruction_text
24,text-24-27,es,Xerófila.,boxed_text
24,text-24-28,es,Planta u hongo adaptado a un aporte limitado de agua y que es capaz de resistir la sequía.,boxed_text
26,text-26-0,es,Comprometidos con el medio ambiente,section_heading
26,text-26-1,es,Foto: Martin Rowe,image_label
26,text-26-2,es,La bióloga keniana Wangari Maathai quiso combatir la pobreza que la deforestación generaba en su país.,boxed_text
26,text-26-3,es,Para hacerlo comenzó a plantar árboles e invitó a otros a imitar la iniciativa.,boxed_text
26,text-26-4,es,"Así, con su proyecto Cinturón Verde, promovió la siembra de más de 47 millones de árboles en África.",boxed_text
26,text-26-5,es,En 2004 recibió el premio Nobel de la Paz por su defensa del desarrollo sostenible y del medio ambiente.,boxed_text
26,text-26-6,es,Foto: Miranda Smith,image_label
26,text-26-7,es,Chico Mendes fue un trabajador recolector de caucho que luchó pacíficamente por la preservación de la selva húmeda brasilera.,boxed_text
26,text-26-8,es,Denunció el daño de la tala indiscriminada y logró movilizar a muchas personas que se sumaron a su causa.,boxed_text
26,text-26-9,es,"Los hacendados perjudicados por su lucha lo mataron, pero él generó conciencia ambiental en Brasil, América y el mundo entero.",boxed_text
26,text-26-10,es,Foto: Stephen Eggleston,image_label
26,text-26-11,es,Jacques-Yves Cousteau fue un explorador francés que recorrió el mundo investigando los biomas marinos.,boxed_text
26,text-26-12,es,Filmó documentales submarinos y divulgó el conocimiento de las distintas formas de vida que habitan el mar.,boxed_text
26,text-26-13,es,"Organizó campañas para detener el vertido de residuos radioactivos al mar y, con el apoyo de muchas personas, lo logró en más de una oportunidad.",boxed_text
26,text-26-14,es,Foto: Goldman Environmental Foundation,image_label
26,text-26-15,es,"Los inuit, pobladores del Ártico, conocen la magnífica biodiversidad de la zona que habitan y son testigos directos del daño ambiental en la región.",boxed_text
26,text-26-16,es,"Caroline Cannon, integrante de esta comunidad, ha enfrentado durante años a poderosas empresas interesadas en la riqueza petrolera de la región ártica.",boxed_text
26,text-26-17,es,Trabaja junto a grupos de científicos para frenar la destrucción del medio ambiente en el que habita.,boxed_text
28,text-28-0,es,Pensar la lengua escrita,section_heading
28,text-28-1,es,Escribe los verbos del afiche debajo del pronombre personal con el que concuerdan.,instruction_text
28,text-28-8,es,sumate,image_overlay
28,text-28-9,es,generan,image_overlay
28,text-28-10,es,Completa la siguiente historieta conjugando los verbos según corresponda.,instruction_text
28,text-28-11,es,"En cada globo de diálogo, presta atención a los pronombres personales.",instruction_text
28,text-28-12,es,¡Yo me encargo!,image_overlay
28,text-28-13,es,(encargarse),activity_input_placeholder_text
28,text-28-14,es,del pozo!,image_overlay
28,text-28-15,es,¿Ustedes qué....?,image_overlay
28,text-28-16,es,(hacer),activity_input_placeholder_text
28,text-28-17,es,¡Yo ................. agua!,image_overlay
28,text-28-18,es,(traer),activity_input_placeholder_text
28,text-28-19,es,¿Vos me .................?,image_overlay
28,text-28-20,es,(ayudar),activity_input_placeholder_text
28,text-28-21,es,"Dale, nosotros ..........................",image_overlay
28,text-28-22,es,(traer) el agua.,activity_input_placeholder_text
28,text-28-23,es,¡Ellos ya,image_overlay
28,text-28-24,es,(poder),activity_input_placeholder_text
28,text-28-25,es,..........................,image_overlay
28,text-28-26,es,solos!,image_overlay
28,text-28-27,es,Los pronombres personales hacen referencia a las personas de la comunicación.,boxed_text
28,text-28-28,es,Este cuadro resume las distintas formas de los pronombres personales.,boxed_text
28,text-28-29,es,Busca en el afiche la forma conjugada de los siguientes verbos en infinitivo:,instruction_text
28,text-28-34,es,Busca y escribe otros tres verbos y sus infinitivos:,instruction_text
28,text-28-35,es,generan,math
28,text-28-36,es,generar,math
