page_index,id,language_code_orig,type,section_id,section_type,language_code,text,status
30,text-30-11,en,activity_option,0.0,activity_true_false,es,Hay un crayón de juguete grande detrás de la cama.,success
30,text-30-12,en,activity_option,0.0,activity_true_false,es,Hay basura en el cubo de papel.,success
30,text-30-13,en,activity_option,0.0,activity_true_false,es,Hay una impresora frente al escritorio.,success
30,text-30-14,en,activity_option,0.0,activity_true_false,es,Hay una mesa de noche al lado de la cama.,success
30,text-30-15,en,image_label,1.0,activity_labeling,es,en,success
30,text-30-16,en,image_label,1.0,activity_labeling,es,junto a,success
30,text-30-17,en,image_label,1.0,activity_labeling,es,en,success
30,text-30-18,en,image_label,1.0,activity_labeling,es,detrás,success
30,text-30-19,en,image_label,1.0,activity_labeling,es,delante de,success
30,text-30-20,en,image_label,1.0,activity_labeling,es,entre,success
30,text-30-21,en,image_label,1.0,activity_labeling,es,debajo de,success
30,text-30-22,en,instruction_text,2.0,activity_open_ended_answer,es,"Ahora, es momento de describir tu dormitorio ideal.",success
30,text-30-23,en,chapter_title,3.0,other,es,UNIDAD 2 Yo mismo,success
10,text-10-0,en,book_title,3.0,other,es,#viviendoUruguay1,success
10,text-10-1,en,instruction_text,0.0,activity_other,es,Dibuja los dos lugares que no están en el organizador gráfico anterior.,success
10,text-10-2,en,section_text,1.0,activity_matching,es,Para comunicarse en inglés es importante saber cómo responder preguntas.,success
10,text-10-3,en,section_text,1.0,activity_matching,es,Estas son algunas preguntas y respuestas que utilizamos todo el tiempo.,success
10,text-10-4,en,instruction_text,1.0,activity_matching,es,¡Desafío! Une las preguntas con las respuestas.,success
10,text-10-5,en,activity_option,1.0,activity_matching,es,A,success
10,text-10-6,en,activity_number,1.0,activity_matching,es,¿Cuál es tu nombre?,success
10,text-10-7,en,activity_option,1.0,activity_matching,es,B,success
10,text-10-8,en,activity_number,1.0,activity_matching,es,¿Quién es él?,success
10,text-10-9,en,activity_option,1.0,activity_matching,es,C,success
10,text-10-10,en,activity_number,1.0,activity_matching,es,¿Cómo está el clima?,success
10,text-10-11,en,activity_option,1.0,activity_matching,es,D,success
10,text-10-12,en,activity_number,1.0,activity_matching,es,¿Cómo estás?,success
10,text-10-13,en,activity_option,1.0,activity_matching,es,E,success
10,text-10-14,en,activity_number,1.0,activity_matching,es,¿Qué día es hoy?,success
10,text-10-15,en,activity_number,1.0,activity_matching,es,1,success
10,text-10-16,en,activity_option,1.0,activity_matching,es,"Estoy bien, ¡gracias!",success
10,text-10-17,en,activity_number,1.0,activity_matching,es,2,success
10,text-10-18,en,activity_option,1.0,activity_matching,es,Es lunes.,success
10,text-10-19,en,activity_number,1.0,activity_matching,es,3,success
10,text-10-20,en,activity_option,1.0,activity_matching,es,Mi nombre es Pedro.,success
10,text-10-21,en,activity_number,1.0,activity_matching,es,4,success
10,text-10-22,en,activity_option,1.0,activity_matching,es,Está nublado y lluvioso.,success
10,text-10-23,en,activity_number,1.0,activity_matching,es,5,success
10,text-10-24,en,activity_option,1.0,activity_matching,es,Ese es John.,success
10,text-10-25,en,standalone_text,2.0,activity_open_ended_answer,es,¡¡¡Bien hecho!!!,success
10,text-10-26,en,instruction_text,2.0,activity_open_ended_answer,es,"Ahora, interpreta el diálogo con un compañero de clase.",success
10,text-10-27,en,chapter_title,3.0,other,es,UNIDAD 1,success
10,text-10-28,en,chapter_title,3.0,other,es,Hola y bienvenidos,success
28,text-28-0,en,book_title,2.0,other,es,#viviendoUruguay1,success
28,text-28-1,en,image_label,0.0,activity_matching,es,estantes,success
28,text-28-2,en,image_label,0.0,activity_matching,es,cómoda,success
28,text-28-3,en,image_label,0.0,activity_matching,es,cesto de papeles,success
28,text-28-4,en,image_label,0.0,activity_matching,es,sillón,success
28,text-28-5,en,image_label,0.0,activity_matching,es,mesa de noche,success
28,text-28-6,en,image_label,0.0,activity_matching,es,escritorio,success
28,text-28-7,en,image_label,0.0,activity_matching,es,alfombra,success
28,text-28-8,en,image_label,0.0,activity_matching,es,armario,success
28,text-28-9,en,image_label,0.0,activity_matching,es,cama individual,success
28,text-28-10,en,image_label,0.0,activity_matching,es,cojín,success
28,text-28-16,en,image_label,0.0,activity_matching,es,cama individual,success
28,text-28-22,en,boxed_text,1.0,activity_open_ended_answer,es,Tipos de cama,success
28,text-28-23,en,boxed_text,1.0,activity_open_ended_answer,es,"twin, full, queen, king y California king.",success
28,text-28-24,en,instruction_text,1.0,activity_open_ended_answer,es,¿Cuál de estos objetos tienes en tu dormitorio?,success
28,text-28-25,en,instruction_text,1.0,activity_open_ended_answer,es,Describe los objetos que tienes en tu habitación.,success
24,text-24-0,en,book_title,0.0,text_only,es,#livingUruguay1,success
24,text-24-1,en,activity_number,1.0,text_only,es,1,success
24,text-24-2,en,section_text,1.0,text_only,es,Esta casa es pequeña y solo tiene un piso.,success
24,text-24-3,en,section_text,1.0,text_only,es,Sus paredes son blancas y su techo es amarillo.,success
24,text-24-4,en,section_text,1.0,text_only,es,"En esta casa hay un dormitorio, una cocina pequeña y un baño.",success
24,text-24-5,en,section_text,1.0,text_only,es,También hay un jardín.,success
24,text-24-6,en,activity_number,2.0,text_only,es,2,success
24,text-24-7,en,section_text,2.0,text_only,es,Esta casa es independiente.,success
24,text-24-8,en,section_text,2.0,text_only,es,Tiene dos pisos.,success
24,text-24-9,en,section_text,2.0,text_only,es,"Hay una cocina, un comedor, una sala de estar y un baño en la planta baja.",success
24,text-24-10,en,section_text,2.0,text_only,es,Hay tres dormitorios y otro baño en el primer piso.,success
24,text-24-11,en,section_text,2.0,text_only,es,También hay un garaje.,success
24,text-24-12,en,activity_number,3.0,text_only,es,3,success
24,text-24-13,en,section_text,3.0,text_only,es,Este es un edificio de cinco pisos con diez apartamentos.,success
24,text-24-14,en,section_text,3.0,text_only,es,"En los apartamentos hay dos dormitorios, una cocina, una sala de estar y un baño.",success
24,text-24-15,en,section_text,3.0,text_only,es,También hay un garaje.,success
24,text-24-16,en,activity_number,4.0,text_only,es,4,success
24,text-24-17,en,section_text,4.0,text_only,es,Esta es una casa adosada.,success
24,text-24-18,en,section_text,4.0,text_only,es,Ambos tienen el mismo número de habitaciones.,success
24,text-24-19,en,section_text,4.0,text_only,es,Cada uno de ellos tiene dos pisos.,success
24,text-24-20,en,section_text,4.0,text_only,es,"Hay una cocina, un comedor y una sala de estar en la planta baja.",success
24,text-24-21,en,section_text,4.0,text_only,es,"y hay tres grandes dormitorios, una sala de estudio y otro baño.",success
24,text-24-22,en,section_text,4.0,text_only,es,Hay un ático en el tercer piso.,success
24,text-24-23,en,section_text,4.0,text_only,es,Hay un balcón.,success
24,text-24-24,en,instruction_text,5.0,activity_open_ended_answer,es,Esta es la descripción de la quinta casa en esta unidad.,success
24,text-24-25,en,instruction_text,5.0,activity_open_ended_answer,es,"¿Es A, B, C, D o E?",success
24,text-24-26,en,section_text,5.0,activity_open_ended_answer,es,Este es un bloque de apartamentos.,success
24,text-24-27,en,section_text,5.0,activity_open_ended_answer,es,"Los edificios son diferentes, algunos son más altos que otros y están pintados con una variedad de colores.",success
24,text-24-28,en,section_text,5.0,activity_open_ended_answer,es,El más alto es naranja y su techo es verde.,success
24,text-24-29,en,section_text,5.0,activity_open_ended_answer,es,En este edificio los apartamentos son pequeños.,success
24,text-24-30,en,section_text,5.0,activity_open_ended_answer,es,"En cada uno hay dos dormitorios, una cocina, un baño y una pequeña sala de estar.",success
24,text-24-31,en,section_text,5.0,activity_open_ended_answer,es,No tiene balcón ni comedor.,success
24,text-24-32,en,instruction_text,6.0,activity_labeling,es,"En la descripción anterior, hay seis habitaciones/partes de la casa.",success
24,text-24-33,en,instruction_text,6.0,activity_labeling,es,Ayuda a Nico a encontrarlos.,success
24,text-24-34,en,activity_input_placeholder_text,6.0,activity_labeling,es,habitaciones,success
24,text-24-35,en,instruction_text,7.0,activity_open_ended_answer,es,"Después de leer el texto y ayudar a Nico con la actividad, ¿qué recuerdas del texto?",success
24,text-24-36,en,activity_number,7.0,activity_open_ended_answer,es,1,success
24,text-24-37,en,activity_option,7.0,activity_open_ended_answer,es,¿De qué color es el edificio más alto?,success
24,text-24-38,en,activity_number,7.0,activity_open_ended_answer,es,2,success
24,text-24-39,en,activity_option,7.0,activity_open_ended_answer,es,¿Son todos los apartamentos iguales?,success
24,text-24-40,en,activity_number,7.0,activity_open_ended_answer,es,3,success
24,text-24-41,en,activity_option,7.0,activity_open_ended_answer,es,¿Son grandes los apartamentos?,success
24,text-24-42,en,activity_number,7.0,activity_open_ended_answer,es,4,success
24,text-24-43,en,activity_option,7.0,activity_open_ended_answer,es,¿Cuántos dormitorios hay?,success
24,text-24-44,en,activity_number,7.0,activity_open_ended_answer,es,5,success
24,text-24-45,en,activity_option,7.0,activity_open_ended_answer,es,¿Hay un balcón?,success
24,text-24-46,en,chapter_title,8.0,other,es,UNIDAD 2,success
24,text-24-47,en,chapter_title,8.0,other,es,Yo mismo / Yo misma,success
29,text-29-0,en,section_heading,0.0,activity_open_ended_answer,es,Tiempo para la reflexión,success
29,text-29-1,en,instruction_text,0.0,activity_open_ended_answer,es,"Cuando eras niño, ¿tenías un juguete favorito?",success
29,text-29-2,en,instruction_text,0.0,activity_open_ended_answer,es,¿Todavía lo tienes?,success
29,text-29-3,en,instruction_text,0.0,activity_open_ended_answer,es,¿Lo tienes en tu dormitorio?,success
29,text-29-4,en,instruction_text,0.0,activity_open_ended_answer,es,Busca una pareja y comparte tus ideas.,success
29,text-29-5,en,section_heading,2.0,activity_multiple_choice,es,¡Vamos a ver el tráiler de una película animada!,success
29,text-29-6,en,instruction_text,1.0,activity_multiple_choice,es,¿De qué trata la historia?,success
29,text-29-7,en,activity_option,1.0,activity_multiple_choice,es,a,success
29,text-29-8,en,activity_option,1.0,activity_multiple_choice,es,La historia es sobre un niño.,success
29,text-29-9,en,activity_option,1.0,activity_multiple_choice,es,b,success
29,text-29-10,en,activity_option,1.0,activity_multiple_choice,es,La historia es sobre una ciudad.,success
29,text-29-11,en,activity_option,1.0,activity_multiple_choice,es,c,success
29,text-29-12,en,activity_option,1.0,activity_multiple_choice,es,La historia trata sobre los juguetes.,success
29,text-29-13,en,instruction_text,2.0,activity_multiple_choice,es,¿Quiénes son los personajes principales?,success
29,text-29-14,en,activity_option,2.0,activity_multiple_choice,es,a,success
29,text-29-15,en,activity_option,2.0,activity_multiple_choice,es,Perros,success
29,text-29-16,en,activity_option,2.0,activity_multiple_choice,es,b,success
29,text-29-17,en,activity_option,2.0,activity_multiple_choice,es,Juguetes.,success
29,text-29-18,en,activity_option,2.0,activity_multiple_choice,es,c,success
29,text-29-19,en,activity_option,2.0,activity_multiple_choice,es,Niños,success
29,text-29-20,en,section_text,3.0,activity_sorting,es,La película está ambientada en la habitación de Andy.,success
29,text-29-21,en,instruction_text,3.0,activity_sorting,es,Resalta los objetos que crees que Andy tiene en su habitación.,success
29,text-29-37,en,instruction_text,4.0,activity_other,es,Mira el tráiler que el profesor va a reproducir,success
29,text-29-38,en,instruction_text,4.0,activity_other,es,haga clic aquí,success
29,text-29-39,en,instruction_text,4.0,activity_other,es,¿Tenías razón? ¿Qué objetos de la lista tiene Andy en su habitación?,success
29,text-29-40,en,instruction_text,5.0,activity_open_ended_answer,es,"Reúnanse en grupos de 4,",success
29,text-29-41,en,instruction_text,5.0,activity_open_ended_answer,es,mira el tráiler de nuevo,success
29,text-29-42,en,instruction_text,5.0,activity_open_ended_answer,es,y responde las siguientes preguntas.,success
29,text-29-43,en,activity_option,5.0,activity_open_ended_answer,es,a,success
29,text-29-44,en,activity_option,5.0,activity_open_ended_answer,es,¿Hay un balde de muñecas?,success
29,text-29-45,en,activity_option,5.0,activity_open_ended_answer,es,b,success
29,text-29-46,en,activity_option,5.0,activity_open_ended_answer,es,¿De qué color es la manta de Andy?,success
29,text-29-47,en,activity_option,5.0,activity_open_ended_answer,es,c,success
29,text-29-48,en,activity_option,5.0,activity_open_ended_answer,es,¿Cuántas camas hay en el dormitorio?,success
29,text-29-49,en,activity_option,5.0,activity_open_ended_answer,es,d,success
29,text-29-50,en,activity_option,5.0,activity_open_ended_answer,es,¿Qué juguetes de animales tiene Andy?,success
29,text-29-51,en,activity_option,5.0,activity_open_ended_answer,es,e,success
29,text-29-52,en,activity_option,5.0,activity_open_ended_answer,es,¿Está la ventana junto a la puerta?,success
29,text-29-53,en,activity_option,5.0,activity_open_ended_answer,es,f,success
29,text-29-54,en,activity_option,5.0,activity_open_ended_answer,es,¿Qué otras cosas cuelgan de las paredes?,success
29,text-29-55,en,chapter_title,6.0,other,es,UNIDAD 2,success
29,text-29-56,en,chapter_title,6.0,other,es,Yo mismo,success
