page_index,text_id,base_language_code,target_language_code,status,error
17,text-17-36,en,es,success,
13,text-13-15,en,es,success,
23,text-23-13,en,es,success,
19,text-19-14,en,es,success,
25,text-25-19,en,es,success,
25,text-25-20,en,es,success,
13,text-13-16,en,es,success,
20,text-20-3,en,es,success,
17,text-17-37,en,es,success,
26,text-26-2,en,es,success,
20,text-20-4,en,es,success,
11,text-11-4,en,es,success,
27,text-27-0,en,es,success,
11,text-11-5,en,es,success,
25,text-25-21,en,es,success,
23,text-23-14,en,es,success,
23,text-23-15,en,es,success,
26,text-26-3,en,es,success,
19,text-19-15,en,es,success,
13,text-13-18,en,es,success,
11,text-11-6,en,es,success,
13,text-13-17,en,es,success,
27,text-27-2,en,es,success,
19,text-19-16,en,es,success,
27,text-27-1,en,es,success,
20,text-20-5,en,es,success,
23,text-23-16,en,es,success,
30,text-30-1,en,es,success,
11,text-11-7,en,es,success,
26,text-26-4,en,es,success,
26,text-26-5,en,es,success,
20,text-20-6,en,es,success,
23,text-23-17,en,es,success,
19,text-19-17,en,es,success,
11,text-11-8,en,es,success,
13,text-13-19,en,es,success,
20,text-20-7,en,es,success,
10,text-10-0,en,es,success,
27,text-27-3,en,es,success,
10,text-10-1,en,es,success,
13,text-13-20,en,es,success,
26,text-26-6,en,es,success,
27,text-27-4,en,es,success,
11,text-11-9,en,es,success,
30,text-30-3,en,es,success,
19,text-19-19,en,es,success,
28,text-28-0,en,es,success,
19,text-19-18,en,es,success,
11,text-11-10,en,es,success,
28,text-28-1,en,es,success,
20,text-20-8,en,es,success,
13,text-13-21,en,es,success,
26,text-26-8,en,es,success,
30,text-30-0,en,es,success,
10,text-10-2,en,es,success,
27,text-27-5,en,es,success,
30,text-30-4,en,es,success,
26,text-26-7,en,es,success,
27,text-27-6,en,es,success,
28,text-28-2,en,es,success,
10,text-10-3,en,es,success,
20,text-20-9,en,es,success,
26,text-26-9,en,es,success,
20,text-20-10,en,es,success,
30,text-30-5,en,es,success,
11,text-11-11,en,es,success,
27,text-27-7,en,es,success,
19,text-19-20,en,es,success,
19,text-19-21,en,es,success,
13,text-13-23,en,es,success,
28,text-28-3,en,es,success,
13,text-13-22,en,es,success,
11,text-11-12,en,es,success,
13,text-13-24,en,es,success,
10,text-10-5,en,es,success,
26,text-26-10,en,es,success,
28,text-28-4,en,es,success,
30,text-30-6,en,es,success,
10,text-10-4,en,es,success,
27,text-27-8,en,es,success,
11,text-11-13,en,es,success,
20,text-20-11,en,es,success,
19,text-19-22,en,es,success,
10,text-10-6,en,es,success,
30,text-30-2,en,es,success,
20,text-20-12,en,es,success,
26,text-26-11,en,es,success,
11,text-11-14,en,es,success,
19,text-19-23,en,es,success,
30,text-30-7,en,es,success,
13,text-13-25,en,es,success,
28,text-28-5,en,es,success,
26,text-26-12,en,es,success,
19,text-19-24,en,es,success,
10,text-10-7,en,es,success,
13,text-13-26,en,es,success,
30,text-30-8,en,es,success,
27,text-27-9,en,es,success,
19,text-19-25,en,es,success,
11,text-11-15,en,es,success,
30,text-30-9,en,es,success,
26,text-26-13,en,es,success,
27,text-27-10,en,es,success,
20,text-20-14,en,es,success,
20,text-20-13,en,es,success,
28,text-28-7,en,es,success,
28,text-28-6,en,es,success,
10,text-10-8,en,es,success,
26,text-26-14,en,es,success,
11,text-11-16,en,es,success,
13,text-13-27,en,es,success,
27,text-27-11,en,es,success,
20,text-20-15,en,es,success,
28,text-28-8,en,es,success,
26,text-26-15,en,es,success,
11,text-11-17,en,es,success,
30,text-30-10,en,es,success,
10,text-10-9,en,es,success,
11,text-11-18,en,es,success,
13,text-13-28,en,es,success,
27,text-27-12,en,es,success,
30,text-30-11,en,es,success,
10,text-10-10,en,es,success,
27,text-27-13,en,es,success,
20,text-20-16,en,es,success,
28,text-28-9,en,es,success,
28,text-28-10,en,es,success,
27,text-27-14,en,es,success,
11,text-11-19,en,es,success,
26,text-26-17,en,es,success,
10,text-10-11,en,es,success,
10,text-10-12,en,es,success,
30,text-30-12,en,es,success,
28,text-28-11,en,es,success,
20,text-20-18,en,es,success,
20,text-20-19,en,es,success,
11,text-11-20,en,es,success,
30,text-30-14,en,es,success,
20,text-20-17,en,es,success,
26,text-26-18,en,es,success,
30,text-30-13,en,es,success,
26,text-26-16,en,es,success,
27,text-27-15,en,es,success,
20,text-20-20,en,es,success,
10,text-10-13,en,es,success,
28,text-28-13,en,es,success,
30,text-30-15,en,es,success,
28,text-28-12,en,es,success,
26,text-26-19,en,es,success,
27,text-27-16,en,es,success,
10,text-10-14,en,es,success,
11,text-11-21,en,es,success,
27,text-27-17,en,es,success,
20,text-20-21,en,es,success,
10,text-10-15,en,es,success,
10,text-10-16,en,es,success,
30,text-30-17,en,es,success,
28,text-28-14,en,es,success,
11,text-11-22,en,es,success,
26,text-26-21,en,es,success,
26,text-26-20,en,es,success,
27,text-27-18,en,es,success,
30,text-30-16,en,es,success,
11,text-11-23,en,es,success,
26,text-26-22,en,es,success,
28,text-28-15,en,es,success,
27,text-27-19,en,es,success,
30,text-30-18,en,es,success,
28,text-28-16,en,es,success,
11,text-11-25,en,es,success,
11,text-11-24,en,es,success,
10,text-10-17,en,es,success,
30,text-30-19,en,es,success,
27,text-27-20,en,es,success,
27,text-27-21,en,es,success,
28,text-28-17,en,es,success,
10,text-10-19,en,es,success,
30,text-30-20,en,es,success,
11,text-11-28,en,es,success,
30,text-30-21,en,es,success,
10,text-10-20,en,es,success,
11,text-11-26,en,es,success,
27,text-27-23,en,es,success,
27,text-27-22,en,es,success,
11,text-11-27,en,es,success,
28,text-28-19,en,es,success,
30,text-30-22,en,es,success,
28,text-28-20,en,es,success,
10,text-10-21,en,es,success,
11,text-11-29,en,es,success,
27,text-27-24,en,es,success,
10,text-10-18,en,es,success,
28,text-28-18,en,es,success,
10,text-10-23,en,es,success,
27,text-27-25,en,es,success,
30,text-30-24,en,es,success,
28,text-28-21,en,es,success,
28,text-28-22,en,es,success,
10,text-10-22,en,es,success,
27,text-27-27,en,es,success,
28,text-28-23,en,es,success,
30,text-30-23,en,es,success,
27,text-27-28,en,es,success,
10,text-10-25,en,es,success,
10,text-10-24,en,es,success,
10,text-10-26,en,es,success,
27,text-27-26,en,es,success,
28,text-28-24,en,es,success,
28,text-28-25,en,es,success,
24,text-24-1,en,es,success,
28,text-28-27,en,es,success,
10,text-10-28,en,es,success,
10,text-10-27,en,es,success,
10,text-10-29,en,es,success,
28,text-28-28,en,es,success,
24,text-24-2,en,es,success,
24,text-24-0,en,es,success,
24,text-24-7,en,es,success,
28,text-28-26,en,es,success,
24,text-24-10,en,es,success,
24,text-24-3,en,es,success,
24,text-24-6,en,es,success,
24,text-24-9,en,es,success,
24,text-24-4,en,es,success,
24,text-24-8,en,es,success,
24,text-24-11,en,es,success,
24,text-24-12,en,es,success,
24,text-24-16,en,es,success,
24,text-24-5,en,es,success,
24,text-24-17,en,es,success,
24,text-24-14,en,es,success,
24,text-24-15,en,es,success,
24,text-24-13,en,es,success,
29,text-29-0,en,es,success,
29,text-29-1,en,es,success,
24,text-24-19,en,es,success,
29,text-29-3,en,es,success,
24,text-24-23,en,es,success,
29,text-29-4,en,es,success,
24,text-24-22,en,es,success,
24,text-24-24,en,es,success,
24,text-24-18,en,es,success,
29,text-29-2,en,es,success,
29,text-29-7,en,es,success,
24,text-24-26,en,es,success,
24,text-24-21,en,es,success,
29,text-29-10,en,es,success,
29,text-29-5,en,es,success,
29,text-29-6,en,es,success,
24,text-24-31,en,es,success,
29,text-29-8,en,es,success,
24,text-24-28,en,es,success,
29,text-29-11,en,es,success,
29,text-29-14,en,es,success,
29,text-29-9,en,es,success,
24,text-24-27,en,es,success,
24,text-24-30,en,es,success,
24,text-24-32,en,es,success,
24,text-24-29,en,es,success,
24,text-24-25,en,es,success,
29,text-29-13,en,es,success,
29,text-29-12,en,es,success,
29,text-29-17,en,es,success,
29,text-29-15,en,es,success,
29,text-29-18,en,es,success,
29,text-29-16,en,es,success,
24,text-24-34,en,es,success,
24,text-24-38,en,es,success,
24,text-24-36,en,es,success,
24,text-24-33,en,es,success,
29,text-29-19,en,es,success,
24,text-24-40,en,es,success,
29,text-29-22,en,es,success,
29,text-29-20,en,es,success,
29,text-29-23,en,es,success,
24,text-24-37,en,es,success,
24,text-24-35,en,es,success,
24,text-24-39,en,es,success,
24,text-24-20,en,es,success,
29,text-29-24,en,es,success,
29,text-29-28,en,es,success,
24,text-24-44,en,es,success,
29,text-29-25,en,es,success,
29,text-29-21,en,es,success,
24,text-24-41,en,es,success,
24,text-24-42,en,es,success,
24,text-24-43,en,es,success,
24,text-24-45,en,es,success,
24,text-24-48,en,es,success,
29,text-29-32,en,es,success,
29,text-29-30,en,es,success,
29,text-29-31,en,es,success,
24,text-24-47,en,es,success,
29,text-29-33,en,es,success,
24,text-24-46,en,es,success,
29,text-29-27,en,es,success,
29,text-29-29,en,es,success,
29,text-29-34,en,es,success,
29,text-29-36,en,es,success,
29,text-29-26,en,es,success,
29,text-29-35,en,es,success,
29,text-29-37,en,es,success,
29,text-29-40,en,es,success,
29,text-29-39,en,es,success,
29,text-29-43,en,es,success,
29,text-29-42,en,es,success,
29,text-29-45,en,es,success,
29,text-29-41,en,es,success,
29,text-29-44,en,es,success,
29,text-29-38,en,es,success,
29,text-29-57,en,es,success,
29,text-29-53,en,es,success,
29,text-29-56,en,es,success,
29,text-29-48,en,es,success,
29,text-29-54,en,es,success,
29,text-29-51,en,es,success,
29,text-29-55,en,es,success,
29,text-29-50,en,es,success,
29,text-29-52,en,es,success,
29,text-29-49,en,es,success,
29,text-29-47,en,es,success,
29,text-29-46,en,es,success,
21,sectioneli5-21-1,en,es,enqueued,
21,sectioneli5-21-2,en,es,enqueued,
21,sectioneli5-21-3,en,es,enqueued,
18,sectioneli5-18-0,en,es,enqueued,
26,sectioneli5-26-3,en,es,enqueued,
28,sectioneli5-28-2,en,es,enqueued,
28,sectioneli5-28-1,en,es,enqueued,
26,sectioneli5-26-1,en,es,enqueued,
16,sectioneli5-16-0,en,es,enqueued,
25,sectioneli5-25-2,en,es,enqueued,
18,sectioneli5-18-2,en,es,enqueued,
22,sectioneli5-22-0,en,es,enqueued,
25,sectioneli5-25-3,en,es,enqueued,
18,sectioneli5-18-3,en,es,enqueued,
25,sectioneli5-25-0,en,es,enqueued,
21,sectioneli5-21-0,en,es,enqueued,
20,sectioneli5-20-2,en,es,enqueued,
30,sectioneli5-30-2,en,es,enqueued,
23,sectioneli5-23-1,en,es,enqueued,
12,sectioneli5-12-2,en,es,enqueued,
28,sectioneli5-28-0,en,es,enqueued,
12,sectioneli5-12-1,en,es,enqueued,
13,sectioneli5-13-1,en,es,enqueued,
10,sectioneli5-10-2,en,es,enqueued,
16,sectioneli5-16-1,en,es,enqueued,
30,sectioneli5-30-0,en,es,enqueued,
21,sectioneli5-21-1,en,es,success,
12,sectioneli5-12-3,en,es,enqueued,
12,sectioneli5-12-0,en,es,enqueued,
20,sectioneli5-20-0,en,es,enqueued,
29,sectioneli5-29-3,en,es,enqueued,
29,sectioneli5-29-1,en,es,enqueued,
21,sectioneli5-21-2,en,es,success,
15,sectioneli5-15-1,en,es,enqueued,
13,sectioneli5-13-2,en,es,enqueued,
10,sectioneli5-10-3,en,es,enqueued,
29,sectioneli5-29-0,en,es,enqueued,
13,sectioneli5-13-0,en,es,enqueued,
30,sectioneli5-30-1,en,es,enqueued,
29,sectioneli5-29-2,en,es,enqueued,
18,sectioneli5-18-1,en,es,enqueued,
30,sectioneli5-30-3,en,es,enqueued,
10,sectioneli5-10-1,en,es,enqueued,
12,sectioneli5-12-4,en,es,enqueued,
24,sectioneli5-24-3,en,es,enqueued,
28,sectioneli5-28-2,en,es,success,
25,sectioneli5-25-1,en,es,enqueued,
28,sectioneli5-28-1,en,es,success,
26,sectioneli5-26-2,en,es,enqueued,
14,sectioneli5-14-3,en,es,enqueued,
14,sectioneli5-14-2,en,es,enqueued,
14,sectioneli5-14-1,en,es,enqueued,
26,sectioneli5-26-1,en,es,success,
26,sectioneli5-26-0,en,es,enqueued,
15,sectioneli5-15-2,en,es,enqueued,
16,sectioneli5-16-0,en,es,success,
10,sectioneli5-10-0,en,es,enqueued,
23,sectioneli5-23-0,en,es,enqueued,
30,sectioneli5-30-2,en,es,success,
24,sectioneli5-24-4,en,es,enqueued,
12,sectioneli5-12-2,en,es,success,
18,sectioneli5-18-2,en,es,success,
15,sectioneli5-15-0,en,es,enqueued,
20,sectioneli5-20-1,en,es,enqueued,
23,sectioneli5-23-1,en,es,success,
25,sectioneli5-25-2,en,es,success,
10,sectioneli5-10-2,en,es,success,
29,sectioneli5-29-5,en,es,enqueued,
20,sectioneli5-20-2,en,es,success,
18,sectioneli5-18-0,en,es,success,
29,sectioneli5-29-6,en,es,enqueued,
21,sectioneli5-21-0,en,es,success,
29,sectioneli5-29-4,en,es,enqueued,
18,sectioneli5-18-3,en,es,success,
29,sectioneli5-29-0,en,es,success,
12,sectioneli5-12-1,en,es,success,
12,sectioneli5-12-3,en,es,success,
24,sectioneli5-24-7,en,es,enqueued,
11,sectioneli5-11-2,en,es,enqueued,
24,sectioneli5-24-2,en,es,enqueued,
25,sectioneli5-25-0,en,es,success,
16,sectioneli5-16-1,en,es,success,
13,sectioneli5-13-1,en,es,success,
25,sectioneli5-25-3,en,es,success,
15,sectioneli5-15-1,en,es,success,
14,sectioneli5-14-0,en,es,enqueued,
22,sectioneli5-22-0,en,es,success,
26,sectioneli5-26-3,en,es,success,
12,sectioneli5-12-0,en,es,success,
30,sectioneli5-30-0,en,es,success,
29,sectioneli5-29-3,en,es,success,
29,sectioneli5-29-2,en,es,success,
24,sectioneli5-24-5,en,es,enqueued,
13,sectioneli5-13-0,en,es,success,
20,sectioneli5-20-0,en,es,success,
29,sectioneli5-29-1,en,es,success,
10,sectioneli5-10-3,en,es,success,
21,sectioneli5-21-3,en,es,success,
27,sectioneli5-27-2,en,es,enqueued,
13,sectioneli5-13-2,en,es,success,
24,sectioneli5-24-6,en,es,enqueued,
24,sectioneli5-24-3,en,es,success,
24,sectioneli5-24-8,en,es,enqueued,
11,sectioneli5-11-0,en,es,enqueued,
14,sectioneli5-14-1,en,es,success,
30,sectioneli5-30-3,en,es,success,
12,sectioneli5-12-4,en,es,success,
14,sectioneli5-14-2,en,es,success,
17,sectioneli5-17-2,en,es,enqueued,
17,sectioneli5-17-4,en,es,enqueued,
11,sectioneli5-11-3,en,es,enqueued,
14,sectioneli5-14-3,en,es,success,
15,sectioneli5-15-2,en,es,success,
11,sectioneli5-11-1,en,es,enqueued,
18,sectioneli5-18-1,en,es,success,
20,sectioneli5-20-1,en,es,success,
17,sectioneli5-17-0,en,es,enqueued,
24,sectioneli5-24-1,en,es,enqueued,
26,sectioneli5-26-2,en,es,success,
26,sectioneli5-26-0,en,es,success,
24,sectioneli5-24-7,en,es,success,
29,sectioneli5-29-4,en,es,success,
11,sectioneli5-11-2,en,es,success,
28,sectioneli5-28-0,en,es,success,
17,sectioneli5-17-5,en,es,enqueued,
25,sectioneli5-25-1,en,es,success,
27,sectioneli5-27-0,en,es,enqueued,
24,sectioneli5-24-0,en,es,enqueued,
15,sectioneli5-15-0,en,es,success,
10,sectioneli5-10-0,en,es,success,
30,sectioneli5-30-1,en,es,success,
29,sectioneli5-29-6,en,es,success,
10,sectioneli5-10-1,en,es,success,
17,sectioneli5-17-3,en,es,enqueued,
11,sectioneli5-11-3,en,es,success,
17,sectioneli5-17-2,en,es,success,
11,sectioneli5-11-0,en,es,success,
11,sectioneli5-11-1,en,es,success,
17,sectioneli5-17-4,en,es,success,
24,sectioneli5-24-8,en,es,success,
27,sectioneli5-27-1,en,es,enqueued,
23,sectioneli5-23-0,en,es,success,
29,sectioneli5-29-5,en,es,success,
17,sectioneli5-17-0,en,es,success,
24,sectioneli5-24-5,en,es,success,
24,sectioneli5-24-6,en,es,success,
27,sectioneli5-27-0,en,es,success,
27,sectioneli5-27-2,en,es,success,
24,sectioneli5-24-2,en,es,success,
17,sectioneli5-17-5,en,es,success,
17,sectioneli5-17-3,en,es,success,
14,sectioneli5-14-0,en,es,success,
24,sectioneli5-24-4,en,es,success,
17,sectioneli5-17-1,en,es,enqueued,
27,sectioneli5-27-1,en,es,success,
24,sectioneli5-24-1,en,es,success,
24,sectioneli5-24-0,en,es,success,
17,sectioneli5-17-1,en,es,success,
