page_index,id,origin_language_code,language_code,text,reasoning
30,text-30-4,es,en,and form figures on a wall.,"The sentence is about 'forming figures on a wall.' Each word should be translated accurately into English: 'y' means 'and,' 'formar' translates to 'form,' 'figuras' means 'figures,' 'sobre' translates to 'on,' and 'una pared' means 'a wall.'"
26,text-26-8,es,en,The Sun is a spring from which light emerges.,The sentence describes the Sun metaphorically as a spring that emits light. This needs to be translated from Spanish to English while maintaining the metaphorical structure.
28,text-28-18,es,en,They allow the passage of light and can be seen through clearly.,The sentence describes objects that allow light to pass through them and that one can see through them clearly. This includes both translation of nouns and verbs correctly to convey the same meaning in English.
28,text-28-20,es,en,27,The number '27' is a numeral and does not change between languages.
30,text-30-6,es,en,Chinese shadows of rabbits and,The phrase 'sombras chinescas de conejos y' refers to 'Chinese shadows of rabbits and' where the mention of rabbits and the concept of Chinese shadow puppetry should be translated literally to convey the intended meaning.
28,text-28-19,es,en,frosted glass,"The phrase 'vidrio esmerilado' is a noun phrase in Spanish, composed of 'vidrio' meaning 'glass' and 'esmerilado' meaning 'frosted'. This should be translated as a standard object term in English."
26,text-26-11,es,en,Opaque bodies let the light pass through.,"The word 'cuerpos opacos' translates to 'opaque bodies' and 'dejan pasar la luz' means 'let the light pass through.' However, this is incorrect by definition so the translation adheres to the original statement without corrections."
26,text-26-13,es,en,Sunlight travels in a straight line.,The statement 'La luz del Sol se propaga en línea recta' describes a physical phenomenon. All parts of the sentence including nouns should be translated.
21,text-21-0,es,en,Read the first stanza of the great secret to overcome the shadows:,"The sentence instructs to read the first verse of a significant secret related to overcoming shadows, which is a non-literal concept in Spanish. Therefore, the translation involves converting this metaphorical expression into English while maintaining its meaning."
30,text-30-9,es,en,Static figures can be achieved by keeping the hands still.,"The sentence implies a relationship between static figures and keeping hands still, which should be translated directly into English."
21,text-21-1,es,en,"When you turn your face to the sun,","This sentence is a poetic way of speaking, often used in metaphors or expressions, the literal translation is needed to capture the meaning in English."
26,text-26-14,es,en,It's the same as saying,The phrase 'Es lo mismo que decir' is an expression implying that one thing is equivalent to stating another. It should be translated directly into English.
26,text-26-12,es,en,Opaque bodies obstruct the passage of light.,"To accurately translate the text, it's important to identify the key terms and concepts in Spanish and find their correct equivalents in English. The phrase 'cuerpos opacos' translates to 'opaque bodies' and the verb 'obstaculizan' means 'obstruct'. Finally, 'el paso de la luz' translates to 'the passage of light'."
30,text-30-10,es,en,dynamic figures can be achieved by moving some fingers.,The text is a simple sentence describing how dynamic figures can be achieved by moving some fingers. The translation is straightforward as it involves common vocabulary.
30,text-30-5,es,en,"Chinese shadow puppets of ducks can be achieved,","The phrase 'sombras chinescas de patos' can be translated directly into English by understanding each word individually: 'sombras' means 'shadows', 'chinescas' refers to 'Chinese-style', and 'patos' means 'ducks'. Since the context is about shadow play or shadow puppetry of ducks, it is best translated as 'Chinese shadow puppets of ducks'."
21,text-21-3,es,en,"Run slowly or lightly,","The phrase ""Corras lento o ligero"" is a sentence instructing someone to run slowly or lightly. Both adjectives ""lento"" (slow) and ""ligero"" (light) should be translated into English."
21,text-21-2,es,en,shadow bites your heels.,"I need to translate the phrase into English. 'Sombra' means 'shadow', 'muerde' is the verb 'to bite', and 'tus talones' means 'your heels'. Putting these together, the translation becomes 'shadow bites your heels.'"
26,text-26-16,es,en,Sunlight travels the distance between the light source and the object in a straight line.,"The text describes how sunlight travels in a straight line. All words, including nouns like 'luz del Sol', should be translated to maintain the original meaning."
30,text-30-11,es,en,Reread the text and discuss with your colleagues what modifications should be made to improve it.,The sentence instructs to reread the text and discuss with colleagues any modifications needed for improvement. The instruction should be translated while maintaining its intended purpose.
30,text-30-7,es,en,"Chinese shadow puppets of snakes,","In the given phrase, we have nouns, 'sombras' and 'serpientes', as well as an adjective, 'chinescas'. These should all be translated to ensure the meaning of the phrase is conveyed accurately in English. 'Sombras' is translated to 'shadows', 'chinescas' refers to 'Chinese', and 'serpientes' is translated to 'snakes'."
30,text-30-12,es,en,Write them in the same text as a draft.,The instruction in Spanish is to write something in draft form. The nouns do not need special attention in translation as the sentence does not contain any specific nouns.
26,text-26-17,es,en,25,The text consists of a numerical value and should remain the same when translated.
30,text-30-14,es,en,29,"The text provided is a numeric value '29'. In translation, simple numerical values remain the same across languages."
26,text-26-15,es,en,Sunlight travels in a straight line.,"The sentence discusses the behavior of sunlight, suggesting it travels in a straight line. To provide an accurate translation, each word in the sentence is translated into English while maintaining the structure of the sentence."
30,text-30-13,es,en,Write the corrected text here.,The phrase 'Escribe aquí el texto corregido.' should be translated into English with equivalent meaning.
21,text-21-7,es,en,Remember that:,The phrase 'Recuerda que' is a reminder in Spanish to 'remember that'. I am translating this common phrase to its equivalent in English.
21,text-21-4,es,en,you will always arrive first.,"The phrase 'siempre llegarás primero' needs to be translated preserving the meaning and order of words, while maintaining the future tense in English."
21,text-21-9,es,en,Synonyms are words that have the same or very similar meaning.,The sentence explains what synonyms are and each word can be translated directly to convey the same meaning in English.
21,text-21-5,es,en,What is the relationship between the words slow and light?,"Both 'lento' and 'ligero' are adjectives in Spanish and have opposite meanings when describing speed or weight. 'Lento' translates to 'slow,' while 'ligero' can mean 'light' as in weight or 'swift' as in speed. In terms of speed, they are antonyms."
21,text-21-8,es,en,Antonyms are words that express opposite or contrary ideas.,"The sentence in Spanish describes what antonyms are, which are words that express opposite or contrary ideas. The nouns and concepts should be translated directly into English."
21,text-21-13,es,en,"Arf, arf!","The sounds of animals are typically understood universally, and 'Arf, arf' is a transliteration of a dog's bark sound common in both languages. No specific translation is needed."
21,text-21-14,es,en,run lightly / run,"The text consists of short imperative sentences where the subject 'tú' (you) is implied. In English, both sentences are commands to run, with the first one indicating to run lightly or quickly."
21,text-21-6,es,en,Complete the spaces with antonyms.,"The text is instructing someone to fill in the blanks with antonyms, which will be translated to 'Complete the spaces with antonyms.'"
21,text-21-11,es,en,untidy,"The word 'desprolijo' is an adjective that describes something untidy or unkempt. In English, the equivalent word is 'untidy' or 'messy.'"
21,text-21-10,es,en,looks tidy / appearance,"The phrase 'pinta prolijo / pinta' does not include complex grammar that prevents a straightforward translation. In Spanish, 'pinta prolijo' means 'looks tidy' or 'has a tidy appearance', while 'pinta' on its own can mean 'appearance' or 'look'. We should translate these separately to maintain accuracy, though their meanings are linked."
23,text-23-0,es,en,Observe the underlined words in this dialogue from the story:,The text asks to observe underlined words in a dialogue from a story. This requires translation of non-specific terms that describe an action related to text analysis.
23,text-23-2,es,en,—asked the grandfather.,"The text is a simple question or inquiry from ""el abuelo"" which translates to ""the grandfather"" in English."
21,text-21-12,es,en,bark softly / bark,"The text consists of the phrase 'ladra suave' and the word 'ladra'. These are Spanish words meaning 'bark softly' and 'bark', respectively. As they are already in basic form, the translation should maintain their simplicity as 'bark softly' and 'bark'."
21,text-21-15,es,en,reads a lot / reads,"The Spanish text 'lee mucho / lee' consists of the verb 'lee,' which means 'read' or 'he/she reads' in English. The word 'mucho' means 'a lot.' The slash indicates a separation or alternative between two statements that share the verb 'read.'"
21,text-21-19,es,en,20,The number '20' does not require any translation as it is universally understood as a numerical value.
21,text-21-17,es,en,speak quickly / speak,The text provided is in Spanish and needs to be translated into English. I recognize 'habla' as 'speak' or 'talk' and 'rápido' as 'fast' or 'quickly'.
23,text-23-3,es,en,"I'm bored, I have no one to race against.",The sentence describes a feeling of boredom due to lack of competition or someone to race against. This should be translated into English while maintaining the context of the sentence.
23,text-23-1,es,en,"""What's wrong, Elena, why do you have that pout?""","In the context, 'trompa' is used colloquially in Spanish to describe a pout or an expression of displeasure. The task is to translate the dialogue while preserving its informal and conversational tone."
23,text-23-4,es,en,Why don't you run against your shadow?,"The sentence is a question asking why someone doesn't run against their shadow. The word 'sombra' is a noun that should be translated to 'shadow', and the context implies a playful or rhetorical question."
21,text-21-18,es,en,"Blah, blah, blah.","The text 'Bla, bla, bla.' does not carry specific meaning in any language, but it is often used to convey filler conversation or statements that are deemed nonsensical or irrelevant. Since it holds the same connotation in English, it can be translated directly as 'Blah, blah, blah.'"
23,text-23-5,es,en,Against my shadow?,The phrase consists of a question regarding a shadow. The word 'sombra' should be translated to 'shadow' as it is a noun. The rest of the sentence structure should be preserved in the form of a question.
21,text-21-16,es,en,jump low / jump,"The phrase 'salta bajo' and 'salta' are in Spanish. 'Salta' is a verb meaning 'jump'. 'Bajo' can be translated depending on usage, but in this context likely refers to jumping low. So 'salta bajo' can be translated as 'jump low'."
23,text-23-10,es,en,trunk,"The word 'trompa' is a noun and should be translated to the target language, which in this case is English."
23,text-23-7,es,en,—challenged her the grandfather.,The text provided is a simple sentence with a verb and a noun. Both elements need to be translated into English while maintaining the structure of the original text.
23,text-23-9,es,en,You can help yourself with the dictionary.,"The sentence is a simple statement in Spanish saying that one can help oneself with a dictionary. Each word has a direct counterpart in English, so a direct translation is possible without altering the meaning."
22,text-22-1,es,en,Hair,The word 'Pelo' is a noun in Spanish which translates directly to 'Hair' in English.
22,text-22-3,es,en,how,The word 'como' is simple and straightforward to translate from Spanish to English.
22,text-22-0,es,en,"Write some traits of Elena's grandfather, using comparisons.","The text requests a description of Elena's grandfather using comparisons, so I will translate it by maintaining the context and structure of the sentence, while ensuring all nouns like 'Elena' and 'abuelo' are translated."
23,text-23-11,es,en,shadow,"The word 'sombra' is a noun in Spanish which means 'shadow' or 'shade' in English. It should be translated to English as it represents a common noun, which is context-independent."
22,text-22-2,es,en,gray,"The word 'gris' is a noun in Spanish, referring to a color, and needs to be translated into English."
23,text-23-8,es,en,Complete the boxes with words from the family of trunk and shadow.,"The instruction in the text is to complete the boxes with words from the family of 'trompa' and 'sombra', where 'trompa' means 'trunk' and 'sombra' means 'shadow'. After identifying this, the translation involves converting this request accurately into English."
23,text-23-13,es,en,Enclose them and write them below.,The sentence is an instruction to enclose items and write them below. It is a simple statement without complex grammatical structures.
23,text-23-6,es,en,Are you scared?,The phrase '¿Te da miedo?' is a question asking if someone is scared or afraid. Each word should be directly translated to English without altering their meaning.
22,text-22-5,es,en,Eyes,The word 'Ojos' is a noun in Spanish and it should be translated into English.
23,text-23-12,es,en,Discover in this scene the objects whose names are also spelled with mp and mb.,"The text is an instruction in Spanish, asking the reader to discover objects with specific spelling patterns. This instruction needs a careful translation into English while maintaining its original intent and context."
23,text-23-14,es,en,22,The input '22' is a number and numbers do not require translation as they are universally recognized.
22,text-22-4,es,en,the smoke.,The word 'humo' is a noun in Spanish and should be translated to its equivalent noun in English.
22,text-22-7,es,en,Lips,The word 'Labios' is a noun and should be translated to the target language.
22,text-22-6,es,en,how,The word 'como' is a common Spanish word that translates to English as 'how' or 'like' depending on the context.
14,text-14-1,es,en,"At first, he ran around the garden a few times.",The sentence is straightforward and involves an action taking place in a location. The verb needs to be translated accurately and the context maintained in English.
14,text-14-0,es,en,That's how Elena had to go to her grandfather's house anyway.,"To translate the Spanish sentence to English, ensure that the meaning and context are preserved while converting verbs, nouns, and conjunctions accurately."
14,text-14-2,es,en,But soon he got bored.,The sentence expresses a change in state or feeling and should be translated into English while maintaining the same tense and context.
22,text-22-9,es,en,Hands,The word 'Manos' is a noun in Spanish which translates directly to English as 'Hands'.
22,text-22-11,es,en,Legs,The word 'Piernas' is a noun in Spanish that translates to 'Legs' in English.
30,text-30-8,es,en,among many other Chinese shadows.,"The phrase 'entre muchas otras sombras chinescas' refers to 'among many other Chinese shadows'. The term 'sombras chinescas' refers to shadow puppetry, which is a form of storytelling technique that uses shadows."
22,text-22-10,es,en,how,"The word 'como' means 'as' or 'how' in English depending on the context. Without additional context, we translate it simply as the word itself."
14,text-14-7,es,en,Against my shadow?,This is a short phrase where 'sombra' is a noun that should be translated into English.
14,text-14-5,es,en,"""I'm bored, I have no one to run against.""",The sentence is expressing a feeling of boredom due to the lack of someone to run against. It should be translated to maintain the same sentiment.
14,text-14-3,es,en,She liked the challenge of races.,The sentence is a simple past tense structure where 'ella' refers to 'she' and 'le gustaba' means 'she liked'. The word 'desafío' translates to 'challenge' and 'carreras' translates to 'races'.
14,text-14-4,es,en,"""What's wrong, Elena, why do you have that pout?"" asked the grandfather.","The text consists of a dialogue, where 'Elena' is a proper noun that should be carried over directly in the translation. The rest of the text is conversational, asking a question about the appearance/emotion of a person named Elena."
22,text-22-8,es,en,how,"The word 'como' in Spanish is a conjunction or adverb that can often be translated as 'how' or 'like' in English, depending on the context."
22,text-22-12,es,en,how,"The word 'como' in Spanish is a common word that can mean 'like', 'as', or 'how', depending on the context. In this case, without additional context, the most general translation would be 'how'."
14,text-14-8,es,en,"""Are you scared?"" the grandfather challenged her.","The sentence is a dialogue where a character is asking another if they are scared, and it involves the mention of 'abuelo' which is Spanish for 'grandfather'. The translation needs to maintain the conversational tone and the role of the grandfather."
14,text-14-6,es,en,Why don't you run against your shadow?,"The sentence is asking why someone does not run against their shadow, which is a direct and straightforward question that requires translation. It contains no math or units that need preservation."
22,text-22-14,es,en,how,"The word 'como' in Spanish can be translated to several English words depending on its context, such as 'how', 'like', 'as', etc. Since it's a standalone word here, 'how' will be the most likely translation."
22,text-22-16,es,en,"For example: cheerful, nervous, patient, grumpy, loudmouth.",These are adjectives that describe different emotional states or personality traits and should be translated to their English counterparts.
14,text-14-10,es,en,The grandfather gave the starting signal.,The phrase 'El abuelo dio la señal de largada' is a complete sentence in Spanish and needs to be translated fully into English. It describes an action performed by 'El abuelo' (the grandfather) related to giving a starting signal.
22,text-22-13,es,en,The grandfather of Elena is,"The phrase 'El abuelo de Elena es' is a simple sentence in Spanish that indicates a relation and possession. This is translated word by word to understand its meaning in English: 'El' translates to 'The', 'abuelo' means 'grandfather', 'de' translates to 'of', 'Elena' is a proper noun and remains 'Elena', and 'es' translates to 'is'."
22,text-22-18,es,en,Use the comparisons you wrote above.,The sentence is straightforward and needs to be translated from Spanish to English while preserving the meaning of using prior written comparisons.
22,text-22-19,es,en,Elena's grandfather,"The phrase consists of a noun and a possessive noun phrase. It translates directly into English, changing all nouns into the target language."
14,text-14-13,es,en,"Quick, quick, quick.","The phrase is an imperative statement expressing urgency to be ""quick"" or ""hurry up"". The word needs to be translated maintaining the repetition for emphasis."
14,text-14-11,es,en,"On your marks, get set, go!","The phrase is a command often used to start a race, where participants are told to get set, ready, and then go. The structure and meaning need to be preserved in English."
22,text-22-15,es,en,Complete the last sentence with a characteristic of their personality.,"The task is to translate the given Spanish text into English while ensuring all the components, such as nouns and structure, are accurately converted without any alterations to their meaning. The sentence is straightforward and requires a direct translation."
14,text-14-12,es,en,"They ran, they ran, they ran.","Each verb in the sentence is an instance of the action 'to run.' In the context, it's repeated to emphasize the action. The correct translation involves converting the verb 'corrieron' from Spanish to its English equivalent 'ran.'"
22,text-22-22,es,en,The lips are like,The provided text is a short phrase and each word should be translated to ensure accurate translation.
22,text-22-21,es,en,The eyes,The phrase 'Los ojos' comprises two nouns in Spanish that should be accurately translated to English.
14,text-14-14,es,en,"Elena ran fast, faster than the hares in the field.",The text describes Elena running fast and compares her speed to hares in the field. All nouns and adjectives in the sentence need to be translated accurately to reflect the speed and comparison.
14,text-14-9,es,en,"""Fear, my shadow?"" replied Elena, proudly. ""I am ready to run!""","The sentence is a dialogue where Elena responds with pride. The word 'miedo' means 'fear', 'mi sombra' translates to 'my shadow', 'respondió' is 'replied', 'Elena' is a proper noun and doesn't change. 'orgullosa' translates to 'proud', and 'Estoy lista para correr' means 'I am ready to run'. Ensuring that nuances like tone and emphasis in the dialogue are preserved is important in translation."
22,text-22-20,es,en,He/She has hair,The phrase 'Tiene el pelo' translates directly to 'He/She has hair' in English. It's a straightforward translation of a common phrase referring to possession and a physical characteristic.
22,text-22-17,es,en,Invent a description that tells what the grandfather is like.,"The task involves translating a description of a grandfather, which is a request to describe characteristics, appearance, or personality of a person (grandfather in this case). In translating this sentence from Spanish to English, it's important to maintain the meaning while conveying who it is addressing, which is a description ('descripción') of the 'grandfather' ('abuelo')."
22,text-22-23,es,en,and when he/she smiles they seem,The given Spanish phrase needs to be translated into English word by word to provide an accurate translation.
14,text-14-18,es,en,"""I lost! I lost against my own shadow!"" she grumbled angrily.",The sentence consists of an expressive dialogue where a person is frustrated and mentions losing against their own shadow. Shadow is a noun and should be translated to the target language.
14,text-14-15,es,en,"The shadow ran fast, faster than the lions in the jungle.","The sentence describes an action comparing the speed of a shadow to that of lions in the jungle. Both 'sombra', 'ligero', and 'leones' are nouns or adjectives that need to be translated."
22,text-22-27,es,en,21,The number '21' should remain the same as it is universally recognized as a numerical representation.
14,text-14-17,es,en,But the shadow was always a step ahead.,"The sentence describes a shadow that is always a step ahead. In English, the translation should maintain the imagery of the shadow and the action of being a step ahead."
14,text-14-19,es,en,Elena did not like to lose.,"The sentence expresses that 'Elena did not like to lose,' which is straightforward to translate while ensuring clarity and correct tense in English."
14,text-14-22,es,en,"Fast, fast, fast.",The text consists of repeated words 'Rápido' which means 'Fast' in English. Each occurrence of 'rápido' needs to be translated into its English equivalent to capture the repetition.
22,text-22-25,es,en,He/She likes,"The provided text 'Le gusta' is a common phrase in Spanish, where 'Le' is a formal or third-person singular pronoun, and 'gusta' is a form of the verb 'gustar,' meaning 'to like.' The phrase can be translated into an English phrase that conveys a similar sentiment."
14,text-14-23,es,en,"Elena ran fast, faster than lightning.",The sentence is a simile comparing Elena's speed to that of lightning. Each word and noun should be translated accurately to maintain the comparison and meaning in English.
22,text-22-24,es,en,His/Her/Their hands,"The phrase 'Sus manos' is a noun phrase in Spanish, meaning 'His/Her/Their hands', where 'manos' is a noun for 'hands' in Spanish, and 'sus' is the possessive pronoun. In English, it translates directly to 'His/Her/Their hands' depending on the context."
14,text-14-21,es,en,"They ran, they ran, they ran.",The verb 'corrieron' is the past tense of 'correr' which means 'to run'. The repetition emphasizes the action of running in the past. Each instance of 'corrieron' should be translated to 'ran'.
14,text-14-26,es,en,But Elena was always one step ahead.,"The sentence describes a person's action, indicating that Elena was always one step ahead. Each word and the context need to be accurately converted from Spanish to English."
14,text-14-24,es,en,"The shadow ran fast, faster than the clouds in the sky.","The sentence describes a shadow moving faster than clouds in the sky, requiring a direct translation of adjectives and nouns into English."
14,text-14-28,es,en,13,"The given text '13' is a number, so it should not be translated. The number remains the same in both Spanish and English."
14,text-14-25,es,en,The shadow hurried.,"The Spanish phrase 'La sombra se apuró' can be translated directly, where 'La sombra' means 'The shadow', and 'se apuró' means 'hurried'. Therefore, the entire phrase translates to 'The shadow hurried'."
13,text-13-0,es,en,WHO RUNS WITH ME?,The sentence is a simple question asking about who is running with the speaker. All words should be translated into English.
14,text-14-20,es,en,"—Now run this way! —shouted the grandfather—. On your marks, get set, go!","The text is a directive given in an energetic and commanding tone, shouted by a character referred to as ""abuelo"" (grandfather) in Spanish. We recognize ""corran"" as an imperative form which implies urgency. The phrase ""a sus marcas, listas, ¡ya!"" is equivalent to the English starting command ""on your marks, get set, go"", typically used to start a race."
14,text-14-16,es,en,Elena hurried.,"The sentence 'Elena se apuró' contains a subject 'Elena' and a verb 'apuró', which means 'hurried' in Spanish. This is a simple past tense sentence indicating that Elena hurried. There are no special considerations such as units, math symbols, or other complexities in this sentence; it's a straightforward translation of a noun and a verb."
13,text-13-3,es,en,I won!!,"The text is an exclamation indicating a victory, and should be translated to capture the same sense of excitement and success."
13,text-13-4,es,en,He also ran against his dog.,"The sentence is simple and straightforward, making it easy to translate directly. The noun 'perro' should be translated to 'dog'."
13,text-13-5,es,en,—I lost!!,"The text contains a statement in Spanish indicating a loss or defeat, which needs to be translated into English."
13,text-13-6,es,en,He challenged his turtle.,The sentence is simple and does not contain any math symbols or units. It should be translated directly.
13,text-13-2,es,en,He was running against his brother who was crawling.,The sentence is describing a situation where one person is running while the brother is crawling. Each component of the sentence must be accurately translated to capture the action and relationship correctly.
13,text-13-1,es,en,Elena loved to run races.,"The sentence describes what Elena liked to do, and each word needs to be translated into English, including the proper noun 'Elena', which remains the same across languages."
14,text-14-27,es,en,—I won! —celebrated Elena—. I am faster than my shadow!,"The phrase is an expression of celebration. Elena is celebrating her win by humorously claiming to be faster than her shadow. The structure, punctuation, and exclamations should be preserved as they convey the excitement and tone of the original text. The proper noun 'Elena' remains unchanged as it is a name."
13,text-13-9,es,en,—I lost!,The Spanish word 'Perdí' translates to 'I lost' in English. The exclamation marks are also used to show the exclamatory nature of the sentence.
13,text-13-10,es,en,There was nothing in the world he liked more than running races.,"The sentence describes a preference using 'nada en el mundo' which denotes 'nothing in the world', and 'correr carreras' translates as 'running races'. The translation must capture this expression of highest preference."
13,text-13-11,es,en,Not even the TV.,The phrase 'Ni la tele.' translates to 'Not even the TV.' in English. This requires understanding the negation 'ni' referring to exclusion and 'la tele' being a colloquial term for 'television.'
13,text-13-8,es,en,And he wasn't afraid to run against his dad.,"The sentence consists of a personal pronoun 'Y', a verb phrase 'no tenía miedo de correr', and the phrase 'contra su papá'. Each part should be translated to maintain the meaning in English without translating names or culturally specific terms."
13,text-13-18,es,en,"""I'm bored,"" said Elena, pouting whimsically.",The sentence is a dialogue in Spanish and needs to be translated into English while keeping the structure of a spoken sentence.
13,text-13-12,es,en,Not even the ice creams.,"The phrase 'Ni los helados' means 'Not even the ice creams' or 'Not even the ice creams' in English. The phrase 'Ni' is translated as 'Not even', and 'los helados' as 'the ice creams'."
13,text-13-7,es,en,I won!!,The text is a short exclamation which does not contain nouns needing translation. The phrase is colloquial for expressing victory or achievement and should be translated as such.
13,text-13-13,es,en,Nor the drawn books.,"The phrase 'Ni los libros dibujados' is a simple statement in Spanish. Each word should be translated directly into English. 'Ni' means 'nor', 'los' is 'the', 'libros' is 'books', and 'dibujados' is 'drawn'."
13,text-13-19,es,en,The grandfather can hardly walk.,The sentence contains a noun 'abuelo' which should be translated into English. The rest of the sentence 'apenas si puede caminar' translates to 'can hardly walk.'
13,text-13-14,es,en,Maybe that's why Elena pouted when mom and dad told her she had to spend the whole afternoon and night at grandpa Enrique's house.,"Translate each component from Spanish to English, ensuring that the verbs, nouns, and context are maintained accurately."
13,text-13-17,es,en,"""But he has a house with a beautiful garden,"" replied the father.","I will translate the provided sentence while keeping the structure and meaning intact, ensuring the context is accurately reflected in English."
13,text-13-16,es,en,I'm bored.,"The sentence contains a simple structure with a reflexive verb in the first person singular, 'aburro,' which is the present indicative form of the verb 'aburrirse.' This verb means 'to get bored' in English, and in this context, the sentence means 'I am bored.'"
13,text-13-22,es,en,I like to run.,"The phrase 'A mí me gusta correr' is a simple sentence where 'A mí' is translated to 'I', 'me gusta' to 'like', and 'correr' is a verb meaning 'to run'."
13,text-13-23,es,en,And the next-door neighbor is also old.,The sentence provided is a simple statement about the neighbor being old. Each word in Spanish corresponds to a direct translation in English without any idiomatic expressions or figures of speech.
13,text-13-27,es,en,12,The number '12' is a numeral and should not be translated as it is.
13,text-13-20,es,en,"Who is going to play with me? They have no dogs or cats, not even a turtle.","The text is a question asking who will play with the speaker, and states that the person does not have dogs, cats, or even a turtle. All these nouns should be translated into English."
13,text-13-15,es,en,"""I don't want to go to grandfather's,"" said Elena.","The sentence involves a character named Elena speaking about not wanting to visit her grandfather. The statement is a simple refusal of an action, which should be translated into English while maintaining the meaning and appropriate punctuation."
25,text-25-0,es,en,ENCYCLOPEDIA,The word 'ENCICLOPEDIA' is a noun in Spanish and should be translated to its equivalent noun in English.
25,text-25-2,es,en,"The Sun is a star, a ball of explosive gases.","The sentence describes the Sun as a star composed of explosive gases, therefore translating each word accurately to describe this astronomical context is necessary."
13,text-13-25,es,en,"Let's go, Elena, to Grandpa Enrique's house and... have a great time!",The text is a sentence in Spanish inviting someone named Elena to go to Grandpa Enrique's house to have a good time. The names 'Elena' and 'Enrique' are proper nouns and should remain unchanged in the translation.
25,text-25-1,es,en,THE LIGHT AND THE SHADOW,"Both 'LA LUZ' (THE LIGHT) and 'LA SOMBRA' (THE SHADOW) are nouns in Spanish and should be translated to their English equivalents. In English, both articles ('LA') translate to 'THE'."
25,text-25-7,es,en,BODIES AND THEIR RELATIONSHIP WITH LIGHT,The text is talking about the relationship between bodies and light. The nouns 'CUERPOS' and 'LUZ' should be translated to their English equivalents 'BODIES' and 'LIGHT'.
25,text-25-8,es,en,"Bodies can be classified as opaque, translucent, and transparent.","The provided text is a simple statement about classifying bodies based on their optical properties, and it should be translated into English accordingly."
13,text-13-24,es,en,"""Don't pay attention to him,"" the mom intervened.","The sentence consists of a simple instruction followed by a speaker attribution. The instruction 'No le hagas caso' is translated into English as 'Don't pay attention to him' and 'intervino la mamá' means 'the mom intervened', maintaining the speaker attribution."
25,text-25-3,es,en,It is the natural source of light and heat for the Earth.,"Translate the Spanish text into English while ensuring the nouns 'fuente', 'luz', and 'calor' are translated correctly into their English equivalents as 'source', 'light', and 'heat'."
25,text-25-4,es,en,"There are other sources of light that are artificial, such as electric lamps or candles.","To translate this sentence accurately, it's important to note that 'otras fuentes de luz' would be translated to 'other sources of light', 'artificiales' would be 'artificial', 'lamparitas eléctricas' would be 'electric lamps', and 'velas' would mean 'candles'."
13,text-13-21,es,en,"""He has some fabulous books,"" said the dad, who was the son of grandfather Enrique and had become sad at Elena's words.","To translate this sentence accurately, the nouns, like proper names and family relations, should be kept with their equivalent terms in English, while the rest of the sentence is translated properly. Thus ""el papá"" becomes ""the dad"", and ""abuelo Enrique"" is ""grandfather Enrique"". The sentence structure in Spanish is also rearranged to fit English grammar rules."
25,text-25-5,es,en,Most of the objects we see do not have their own light.,"The sentence describes objects in general without focusing on specific nouns. The words 'la mayoría', 'objetos', 'vemos', 'no tienen', 'luz', and 'propia' should be translated accordingly into English."
25,text-25-10,es,en,"Translucent bodies allow the passage of light, but it is not possible to see clearly through them.","The sentence describes the property of translucent bodies, which allow light to pass through but do not permit clear visibility. Each component should be translated accurately maintaining the meaning."
25,text-25-6,es,en,We can see them because they receive it from a luminous body.,"The sentence means that objects can be seen because they reflect light from a luminous body, which needs to be translated accurately from Spanish to English."
25,text-25-9,es,en,"Opaque bodies do not allow light to pass through and produce a shadow, as happens with cardboard.",The sentence explains a characteristic of opaque bodies using an example. The translation involves converting the descriptors of the opaque body characteristic from Spanish to English.
25,text-25-14,es,en,The shadows produced by sunlight vary in shape throughout the day.,The sentence describes how shadows cast by the sunlight change their shape throughout the day. Every word in the sentence is translatable into English without any special rules applied.
15,text-15-0,es,en,14,The text '14' is a number and does not need translation.
25,text-25-19,es,en,24,The text '24' is a number and remains the same in English as it is not language-dependent.
22,text-22-26,es,en,Sometimes,"The Spanish phrase 'A veces se' is a part of a sentence. To translate this correctly, it needs to be completed by a verb or additional context. Translated directly, 'A veces' means 'Sometimes', and 'se' can be a reflexive or impersonal pronoun depending on the context. Without additional context, the translation is limited to 'Sometimes'."
25,text-25-11,es,en,Some examples are frosted glass and nylon.,"The original text mentions examples of materials like 'vidrio esmerilado' and 'nailon'. Translating these terms to English, 'vidrio esmerilado' becomes 'frosted glass', and 'nailon' is 'nylon'. They are nouns referring to types of materials."
15,text-15-1,es,en,Elena loved to win.,This is a straightforward sentence expressing Elena's love for winning. All words can be directly translated from Spanish to English.
25,text-25-12,es,en,"The transparent ones allow the passage of light and can be seen through clearly, just as with the glass of some windows or the lenses' crystal.","In this sentence, the Spanish words are translated directly into English, keeping in mind that nouns such as 'luz', 'vidrio', 'ventanas', and 'lentes' should be translated to their English equivalents: 'light', 'glass', 'windows', and 'lenses'."
25,text-25-17,es,en,*Text prepared by ProLEE for this notebook from various encyclopedic sources.,The phrase contains a noun phrase 'ProLEE para este cuaderno' which can be translated into English as 'ProLEE for this notebook'. The rest of the Spanish text is straightforward to translate directly into English.
25,text-25-18,es,en,"To learn more about light and shadow, search on your XO at http://www.educaplus.org/luz/index.html",The text provides an instruction and a URL to learn more about light and shadow. The provided link is also in Spanish and does not require translation. 'XO' is likely a specific device or platform and should remain unchanged.
